dataset,model,g,step,tau,bor,wf1,wf1_1to1,exact_f1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
dialseg711,neural,2,139,0.8942618097492198,0.8633692458374143,0.5936636372326304,0.5943819346772933,0.3238954747393566,0.8607817990729383,0.8071942827977204,1763,2042,
dialseg711,neural,2,140,0.8969306182022669,0.8516160626836435,0.5875814486387829,0.588602013707499,0.3189237157591588,0.8621941291245089,0.8048145870389809,1739,2042,
dialseg711,neural,2,141,0.8993138407342998,0.8418217433888345,0.582474623911705,0.5838334114705422,0.3138883307659679,0.8634525567806158,0.8025214537384637,1719,2042,
dialseg711,neural,2,142,0.9021115222168927,0.8310479921645446,0.5795917825179363,0.5807670841426115,0.3127843636282455,0.8653278497951492,0.8010672227061737,1697,2042,
dialseg711,neural,2,143,0.9051902189326646,0.8197845249755142,0.5775885808622154,0.5788248163775589,0.3117864398455116,0.8676189443858221,0.7986592418892617,1674,2042,
dialseg711,neural,2,144,0.9074495213115634,0.806562193927522,0.5747350505825247,0.5773614180787177,0.31149621592659565,0.8702881672554668,0.7966371727439404,1647,2042,
dialseg711,neural,2,145,0.9099150632494059,0.7923604309500489,0.5709422441960227,0.5739736119482954,0.3105261982899114,0.8725867965055729,0.7946954876713088,1618,2042,
dialseg711,neural,2,146,0.9125756321839951,0.7801175318315378,0.5670554761742336,0.5687261402451276,0.3078092559105217,0.8746789202749118,0.7928889391383187,1593,2042,
dialseg711,neural,2,147,0.9146071989931653,0.7688540646425074,0.5621964580240763,0.5641283236219945,0.30608800482218207,0.8768249536445738,0.7906734383292876,1570,2042,
dialseg711,neural,2,148,0.9172144750853879,0.757590597453477,0.5569536482888365,0.5594802759359722,0.30366351885339227,0.8789804243654455,0.7882867575776278,1547,2042,
dialseg711,neural,2,149,0.9193227623575296,0.7463271302644466,0.5532361280189526,0.5559462416002501,0.30188087424374344,0.8807094891746791,0.7858929353895019,1524,2042,
dialseg711,neural,2,150,0.921526873531054,0.7350636630754163,0.5483967426633101,0.5516397651418748,0.29958364030093987,0.8827283593106379,0.7837846021823642,1501,2042,
dialseg711,neural,2,151,0.9239441938136691,0.7247796278158668,0.5439400326469078,0.547658116223517,0.2961210456991048,0.8840481804880539,0.7819701177008614,1480,2042,
dialseg711,neural,2,152,0.9258938668361262,0.7120470127326151,0.5396795192526143,0.5430770432880137,0.2940571071372759,0.8863918781640302,0.7790907798303139,1454,2042,
dialseg711,neural,2,153,0.9276199020333027,0.6963761018609207,0.5303957025848313,0.5334929564887371,0.29127095751568327,0.8892441653517603,0.7749435629018033,1422,2042,
dialseg711,neural,2,154,0.9295210760442456,0.683643486777669,0.5269759469410682,0.5300504543120577,0.28940905945125356,0.8914343792244636,0.771095027861285,1396,2042,
dialseg711,neural,2,155,0.9316656820139094,0.6718903036238981,0.5243270955580396,0.5275422499051191,0.287396468198156,0.8937120788650326,0.7680795845610315,1372,2042,
dialseg711,neural,2,156,0.9339153745665622,0.6601371204701273,0.5194513337202524,0.52265979059228,0.2825341013104726,0.8951680820351706,0.765219620535249,1348,2042,
dialseg711,neural,2,157,0.9352981511072898,0.6478942213516161,0.5143625659112067,0.5181456924072957,0.27998906079074853,0.8974463397986604,0.7620895481541218,1323,2042,
dialseg711,neural,2,158,0.9367613525845897,0.6371204701273262,0.5090871880619892,0.5126202754894738,0.2773033732949345,0.8992705645659234,0.7587870787542957,1301,2042,
dialseg711,neural,2,159,0.9384483557250631,0.6224289911851126,0.4998073767469334,0.5035295693523542,0.2722858482352153,0.9010636739803406,0.753961211934758,1271,2042,
dialseg711,neural,2,160,0.9396928087550791,0.6116552399608227,0.4932355778445313,0.4969124640010716,0.26705512021967714,0.9024955383341459,0.749916838586587,1249,2042,
dialseg711,neural,2,161,0.9413880163700736,0.5984329089128305,0.48646777930458096,0.4909215725671422,0.26456031076284237,0.9047191000513787,0.7470152247162671,1222,2042,
dialseg711,neural,2,162,0.9428399336996989,0.5852105778648384,0.47813277160248463,0.48258656486504586,0.2615297033018552,0.9071497887953585,0.7427415141851542,1195,2042,
dialseg711,neural,2,163,0.9439748879054084,0.5739471106758081,0.4724912651170962,0.4771013327975353,0.2584823521532382,0.9088572643952391,0.7387359355839356,1172,2042,
dialseg711,neural,2,164,0.9454461147437743,0.5626836434867777,0.46286029599245626,0.46644564998995375,0.2524948094568348,0.9105626089803305,0.7350702180644909,1149,2042,
dialseg711,neural,2,165,0.946560498757578,0.5479921645445641,0.45173913866876725,0.45518384569017484,0.24681869935034492,0.9127055219354797,0.7291493456879224,1119,2042,
dialseg711,neural,2,166,0.9477978228923664,0.5342801175318316,0.4432902738907886,0.44673498091219604,0.24045609805103474,0.9145579319102525,0.7226187768019303,1091,2042,
dialseg711,neural,2,167,0.9487561637432731,0.519588638589618,0.43755342687819077,0.4410153372178689,0.23809858683276408,0.9170485554451798,0.7191530819508628,1061,2042,
