dataset,model,g,step,tau,bor,wf1,wf1_1to1,exact_f1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
dialseg711,csm,2,0,0.0,2.013222331047992,0.6600001569719172,0.6413426548447645,0.41396827114126683,0.6865061684681938,0.9259883342161823,4111,2042,
dialseg711,csm,2,1,5.960464477539063e-08,1.7933398628795298,0.6718946710447461,0.6663307625332942,0.43684286490193663,0.7258930376546411,0.9227666077085909,3662,2042,
dialseg711,csm,2,2,1.7881393432617188e-07,1.7766895200783546,0.6727623220584492,0.6676068422903866,0.4381803381803382,0.7291439768233017,0.9223635034289043,3628,2042,
dialseg711,csm,2,3,2.384185791015625e-07,1.7703232125367288,0.6725492205795249,0.6680839866493874,0.4386262276557636,0.7303633358749393,0.922200726878997,3615,2042,
dialseg711,csm,2,4,2.980232238769531e-07,1.7624877571008815,0.6724723471071373,0.6687182172414239,0.4390018951200386,0.7316129730950405,0.9219856356072953,3599,2042,
dialseg711,csm,2,5,4.172325134277344e-07,1.7526934378060726,0.6726081231922804,0.6686344988032751,0.4396486073701264,0.7333714788883564,0.9220332807006506,3579,2042,
dialseg711,csm,2,6,4.76837158203125e-07,1.7463271302644465,0.6733476173694828,0.6698545555085639,0.44090884892572657,0.7343177763008987,0.9218955359637498,3566,2042,
dialseg711,csm,2,7,5.960464477539062e-07,1.7375122428991185,0.6734660729509631,0.6702105364552622,0.4411980580756953,0.7357472686322898,0.921705141631302,3548,2042,
dialseg711,csm,2,8,7.152557373046875e-07,1.7247796278158667,0.6750232516090288,0.6722488013627254,0.442481740793977,0.7384790012690857,0.9211784968430539,3522,2042,
dialseg711,csm,2,9,7.748603820800781e-07,1.71743388834476,0.6747603944063536,0.6725934168972143,0.4427214292193195,0.7397216873218982,0.9208893333576876,3507,2042,
dialseg711,csm,2,10,8.940696716308594e-07,1.7056807051909892,0.6750785369425003,0.673102120570475,0.44280606094952085,0.7417259067311809,0.9199056417094393,3483,2042,
dialseg711,csm,2,11,1.0132789611816406e-06,1.6944172380019589,0.6748551325741468,0.6730072396739063,0.4438843544328776,0.7436978945417764,0.9197141497352467,3460,2042,
dialseg711,csm,2,12,1.0728836059570312e-06,1.6885406464250734,0.6748217007586351,0.6733504423377841,0.4443780785552937,0.744609588333217,0.9196694517000424,3448,2042,
dialseg711,csm,2,13,1.2516975402832031e-06,1.6723800195886387,0.6749809912574435,0.6731157262802832,0.4450244863746973,0.7476835898513114,0.9191253655705133,3415,2042,
dialseg711,csm,2,14,1.3113021850585938e-06,1.6660137120470127,0.6751640659431373,0.6735812007963906,0.44506578747085074,0.7489360176860176,0.9188706661755186,3402,2042,
dialseg711,csm,2,15,1.430511474609375e-06,1.6547502448579823,0.6760180574745857,0.6750883356368588,0.44540096565413023,0.7508025202645456,0.9184325117763936,3379,2042,
dialseg711,csm,2,16,1.5497207641601562e-06,1.6444662095984328,0.6752779327582883,0.6739137405804072,0.4447254339659403,0.7524213557968831,0.9177067473340329,3358,2042,
dialseg711,csm,2,17,1.6093254089355469e-06,1.637120470127326,0.6752252348329303,0.6740330774086049,0.44480600662035263,0.7536955504255081,0.9174738891493462,3343,2042,
dialseg711,csm,2,18,1.7285346984863281e-06,1.6273261508325172,0.6753875441414297,0.6746458963758541,0.4453351071494532,0.7554368939390036,0.9172674394808712,3323,2042,
dialseg711,csm,2,19,1.7881393432617188e-06,1.6199804113614105,0.6744591320315829,0.6739128272883547,0.44518573316041676,0.7566859730361838,0.9166822010879675,3308,2042,
dialseg711,csm,2,20,1.9073486328125e-06,1.6121449559255632,0.6742620683004048,0.6736181383860709,0.44621156308920024,0.7581125352222398,0.9166244353656449,3292,2042,
dialseg711,csm,2,21,2.0265579223632812e-06,1.6028403525954946,0.6742325168463127,0.6735929721161789,0.4466843439417279,0.7599158303799654,0.9164515009785755,3273,2042,
