dataset,model,g,step,tau,bor,wf1,wf1_1to1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
superseg,neural,2,37,0.00013201068754801776,1.0003421142661648,0.6556775082471443,0.6869984696762307,0.8252066373700262,0.8548033282904691,2924,2923,
superseg,neural,2,38,0.00014771466774061024,0.9962367430721861,0.6562286212793466,0.6869552451246854,0.8265973272818962,0.8546667507144059,2912,2923,
superseg,neural,2,39,0.0001675416119472737,0.9904208005473828,0.6571831634593048,0.6867427244129211,0.8283581274163724,0.8544104051101026,2895,2923,
superseg,neural,2,40,0.00019125367891237668,0.9846048580225796,0.6578063174107492,0.6861627950130219,0.830219484667291,0.8538746007732391,2878,2923,
superseg,neural,2,41,0.00021078955008000202,0.9770783441669517,0.6581088892715662,0.6850591499608142,0.8322468362029634,0.8538746007732391,2856,2923,
superseg,neural,2,42,0.00023172118084741666,0.9719466301744782,0.6592237224968381,0.6852158389601657,0.8341961434094565,0.8535426122037316,2841,2923,
superseg,neural,2,43,0.00024453306265863307,0.969209716045159,0.6598252641725099,0.6853130942011426,0.8353896213049012,0.8533219868885528,2833,2923,
superseg,neural,2,44,0.00026648286826576356,0.962709544988026,0.6609599086505734,0.6853112931781615,0.8374085680666619,0.8530246680114305,2814,2923,
superseg,neural,2,45,0.00028615815599505157,0.9534724598015737,0.6621693485536148,0.6861433657954081,0.840495071200442,0.8525687090267272,2787,2923,
superseg,neural,2,46,0.00031377463139378313,0.9486828600752651,0.6626196042988782,0.6859056307619091,0.8421087877914656,0.8523796016137166,2773,2923,
superseg,neural,2,47,0.00033820667886175215,0.9442353746151214,0.6622053690132359,0.6842126691597191,0.8429786818913143,0.8520644225920324,2760,2923,
superseg,neural,2,48,0.00036760170162473,0.9401300034211426,0.6623602569896065,0.6842198732516432,0.8441196299498115,0.8512827786182553,2748,2923,
superseg,neural,2,49,0.0004001294437330216,0.9336298323640095,0.6610563163513239,0.6821919213749773,0.8451948406695002,0.8505851823835938,2729,2923,
superseg,neural,2,50,0.000435127513559217,0.9274717755730414,0.6605268155948943,0.6809636237018991,0.8466932917897366,0.8496049756261556,2711,2923,
superseg,neural,2,51,0.00046966165692040253,0.9230242901128977,0.6612202094425998,0.6806592508181011,0.8479762204932403,0.8495335350479072,2698,2923,
superseg,neural,2,52,0.0005062461132183671,0.9175504618542594,0.6610148928227597,0.679607453397166,0.8490388240520615,0.849235165574046,2682,2923,
superseg,neural,2,53,0.0005474962564957471,0.9134450906602806,0.6604853920663301,0.6795894431673555,0.8500287863506472,0.8487476886871742,2670,2923,
superseg,neural,2,54,0.0005964563417145467,0.9083133766678071,0.6603557184116942,0.6785520539302689,0.851377752563456,0.8480017650025214,2655,2923,
superseg,neural,2,55,0.0006437017128980676,0.9038658912076634,0.6604313613768984,0.6783755536781256,0.8526069507480248,0.8474302403765338,2642,2923,
superseg,neural,2,56,0.0006872522916724394,0.9007868628121792,0.6599342790341278,0.677878471335355,0.8536029164565474,0.8471654899983189,2633,2923,
superseg,neural,2,57,0.0007510472205467522,0.8959972630858707,0.6593795639559633,0.6775506851528031,0.8549308707345773,0.8464952092788703,2619,2923,
superseg,neural,2,58,0.000806729452878743,0.8912076633595621,0.6589221041187758,0.677172470326782,0.856607022788944,0.8460119347789545,2605,2923,
superseg,neural,2,59,0.0008585683535784483,0.8874444064317482,0.6582989501673314,0.6765493163753376,0.858154101529669,0.8455517734072953,2594,2923,
superseg,neural,2,60,0.0009246103836448124,0.8823126924392747,0.6598496309540182,0.6784313853905382,0.8601583399370842,0.845254004274428,2579,2923,
superseg,neural,2,61,0.0009805156104032643,0.8778652069791311,0.6594444007832813,0.6783539414023528,0.8615511310424321,0.8448652834810172,2566,2923,
superseg,neural,2,62,0.001064999614626956,0.8734177215189873,0.6582809399375209,0.6767654391330639,0.8625458960689671,0.8441865979876568,2553,2923,
superseg,neural,2,63,0.0011580301537623058,0.8679438932603489,0.6582269092480892,0.6765385102374512,0.8639389873448119,0.8428880604183178,2537,2923,
superseg,neural,2,64,0.0012569735990837216,0.8652069791310297,0.6570922647700257,0.6751517225420403,0.8643949463295153,0.8422156785053913,2529,2923,
superseg,neural,2,65,0.0013855881994852244,0.8587068080738967,0.6556946709367284,0.6736028427783345,0.8658988005186945,0.8410411113512476,2510,2923,
superseg,neural,2,66,0.0015058778319975842,0.8528908655490934,0.6542574545978479,0.6718018197972813,0.8673076507456235,0.8402531637970367,2493,2923,
superseg,neural,2,67,0.0016124089284748518,0.8487854943551146,0.6536343006464035,0.671073606171942,0.8684513003385922,0.8396091479960618,2481,2923,
superseg,neural,2,68,0.00177349128243256,0.8433116660964762,0.6526293298229758,0.6698633187286743,0.8696120596498812,0.8391195699157121,2465,2923,
superseg,neural,2,69,0.001869742048380149,0.8388641806363325,0.6522042883994472,0.6691140931685561,0.8705828110366688,0.8387224443483899,2452,2923,
superseg,neural,2,70,0.0019894053857661227,0.8357851522408485,0.6519773595038346,0.6688871642729434,0.8712215738539492,0.8382265626876066,2443,2923,
superseg,neural,2,71,0.002129298963598049,0.8330482381115293,0.653144422395557,0.6698020839473184,0.8721340921643493,0.8381007912494297,2435,2923,
superseg,neural,2,72,0.002325626491480063,0.8275744098528909,0.6491353452397326,0.6656417208610854,0.8732372187402445,0.8365585152366545,2419,2923,
superseg,neural,2,73,0.002488478778360702,0.8214163530619227,0.6472946997530962,0.6634228605484278,0.875519114857239,0.8362265266671468,2401,2923,
superseg,neural,2,74,0.002696949850543211,0.816968867601779,0.6473451283965657,0.6631851255149289,0.8768896933458205,0.8356607052805994,2388,2923,
superseg,neural,2,75,0.0028614726949520693,0.8121792678754705,0.6481061424707415,0.6632545467643803,0.8779967221381744,0.8356228837979973,2374,2923,
superseg,neural,2,76,0.0031474858145674168,0.8063633253506671,0.6478287849316594,0.6632293324426456,0.8800444852676321,0.8354649941166583,2357,2923,
superseg,neural,2,77,0.0035211675819103168,0.8015737256243586,0.6471479982448213,0.6621523206999758,0.8809867204572198,0.8347968145906874,2343,2923,
superseg,neural,2,78,0.0038525976788196525,0.7957577830995552,0.645482051987347,0.6605620174077057,0.8823346360732898,0.833897803952645,2326,2923,
superseg,neural,2,79,0.004249836809596229,0.7916524119055764,0.64172511804887,0.6565529402518813,0.8825111363254328,0.8328514096006532,2314,2923,
superseg,neural,2,80,0.004584724607704273,0.7854943551146083,0.6394522270467807,0.6534677878853371,0.8835281139687342,0.8316516281247748,2296,2923,
superseg,neural,2,81,0.004884894780496407,0.7813889839206295,0.6389389354971806,0.6532066395530843,0.8843115589654923,0.8310485855966189,2284,2923,
superseg,neural,2,82,0.005196512608915268,0.7759151556619911,0.6370136419304347,0.650759049321833,0.8851709470979517,0.8298361969598731,2268,2923,
superseg,neural,2,83,0.005509645212441683,0.7711255559356825,0.6359798547393102,0.6489940468004008,0.8862260463943519,0.8288444336383064,2254,2923,
superseg,neural,2,84,0.005896181333810091,0.7656517276770441,0.6355764255915541,0.6477981675409815,0.8871736846528828,0.8281270261508537,2238,2923,
superseg,neural,2,85,0.006373192097093153,0.7598357851522408,0.6351874046276467,0.6469300744641138,0.8891902300506687,0.8274408363950724,2221,2923,
superseg,neural,2,86,0.007023217949791624,0.7543619568936024,0.6334368102900629,0.6447796530247363,0.8900099956775447,0.8260630538145666,2205,2923,
superseg,neural,2,87,0.007676227018237114,0.7499144714334588,0.6304110916818935,0.6423662822301248,0.8903756033426987,0.8242692349254377,2192,2923,
superseg,neural,2,88,0.00815825816243887,0.7461512145056449,0.6304110916818935,0.64186199579543,0.8916258134620464,0.8240296988689576,2181,2923,
superseg,neural,2,89,0.008662079722999618,0.7382825863838522,0.6274754242227768,0.6385481135102921,0.8934448466729101,0.8218627680522537,2158,2923,
superseg,neural,2,90,0.009430981199046477,0.735545672254533,0.6259859782174457,0.6369325958962873,0.8937936447902407,0.8215247760728094,2150,2923,
superseg,neural,2,91,0.010607399537822424,0.7297297297297297,0.6240570826047377,0.6352558435009267,0.8945758891050116,0.820287173114329,2133,2923,
superseg,neural,2,92,0.011510135947572222,0.7235716729387616,0.6231493670222868,0.6346002711358233,0.8958771282088226,0.8188628641068126,2115,2923,
superseg,neural,2,93,0.01285438305562616,0.7198084160109477,0.6222146360951203,0.6335214583701724,0.8963940218043848,0.8183900955742861,2104,2923,
superseg,neural,2,94,0.014256216417155677,0.7167293876154636,0.6212024611797683,0.6319059407561676,0.8968983082390797,0.8181967857743199,2095,2923,
superseg,neural,2,95,0.015905819290397156,0.711939787889155,0.6191096724757844,0.6295862231565711,0.8981863398410296,0.8175406130682227,2081,2923,
superseg,neural,2,96,0.017717070905632154,0.7071501881628464,0.6169916694500659,0.6270647909830965,0.8990940554234805,0.8166974341425928,2067,2923,
superseg,neural,2,97,0.019379164892524926,0.7027027027027027,0.6151510239634294,0.6255339214492013,0.8998585896789376,0.8155414775592538,2054,2923,
superseg,neural,2,98,0.021933315471563547,0.6972288744440643,0.6112175897728092,0.6214239870064379,0.9005393763657759,0.8142600497082343,2038,2923,
superseg,neural,2,99,0.02343223372184153,0.6931235032500855,0.6113688757032176,0.6216761302237853,0.9019419230122709,0.8133901556083855,2026,2923,
superseg,neural,2,100,0.025741697958291492,0.6862812179267875,0.6098560163991329,0.620011984989292,0.9034778954446125,0.8120910176980526,2006,2923,
superseg,neural,2,101,0.0277414514154346,0.6801231611358194,0.6089230864949473,0.6188521261894938,0.9045570083807604,0.8110940013927911,1988,2923,
superseg,neural,2,102,0.030893617988231835,0.6739651043448511,0.6057785003700283,0.6152788965950842,0.9058972696491605,0.8100809259659486,1970,2923,
superseg,neural,2,103,0.03406603501445085,0.667464933287718,0.6005663398628602,0.6103188793052635,0.9070802415772159,0.8085371491006892,1951,2923,
superseg,neural,2,104,0.037450713727941516,0.6616489907629148,0.5990030519153061,0.6090077345750567,0.9083679730086689,0.8076147251638931,1934,2923,
superseg,neural,2,105,0.04449676349759102,0.657885733835101,0.5989778375935713,0.608982520253322,0.9093234157001177,0.8067862545926086,1923,2923,
superseg,neural,2,106,0.04787759482860565,0.6503592199794731,0.5956279348488124,0.6050058615111565,0.9108782988737603,0.8052019547102753,1901,2923,
superseg,neural,2,107,0.05384394681858063,0.644201163188505,0.5944428617272792,0.6038207883896235,0.912721946065365,0.8041294455250583,1883,2923,
superseg,neural,2,108,0.06050584871490398,0.6390694491960315,0.5914117400501667,0.6003646252889823,0.9133733160435128,0.8032175275556517,1868,2923,
superseg,neural,2,109,0.06710343478462813,0.6335956209373931,0.5928741707107819,0.6016829741111133,0.915258086593185,0.8027474605575967,1852,2923,
superseg,neural,2,110,0.07302542993021989,0.6277796784125899,0.590155608385563,0.598712268568547,0.9158558761376463,0.8015581850491078,1835,2923,
superseg,neural,2,111,0.08018879543746549,0.6223058501539515,0.5864827221862018,0.5950393823691856,0.9166690380135917,0.7999351631726821,1819,2923,
superseg,neural,2,112,0.08950749919492397,0.6182004789599727,0.5848437912734433,0.5932653747328482,0.9172846877026151,0.7982878274860121,1807,2923,
superseg,neural,2,113,0.09883937217182846,0.6123845364351693,0.5836082895084408,0.5921055159330499,0.9185243918545735,0.7964279710875777,1790,2923,
superseg,neural,2,114,0.11008668166758416,0.6062264796442012,0.5829058905458301,0.5908988305357443,0.9198781607953318,0.7955409672694091,1772,2923,
superseg,neural,2,115,0.12394213260867525,0.6024632227163873,0.5833345340153208,0.591327474005235,0.9208489121821194,0.7946629685661456,1761,2923,
superseg,neural,2,116,0.1339937105550237,0.596305165925419,0.5795019571116394,0.5877470403189011,0.9221282388396609,0.7932770813822252,1743,2923,
superseg,neural,2,117,0.1474046912325094,0.5901471091344509,0.5775532502461398,0.5854201186273803,0.9235528480176739,0.7922216819153278,1725,2923,
superseg,neural,2,118,0.16394194548753055,0.5839890523434828,0.5743510313858271,0.582091828158394,0.9245501644934324,0.7903192013063421,1707,2923,
superseg,neural,2,119,0.18268654948502933,0.5771467670201847,0.5700609946449584,0.5775496482001777,0.9253633263693778,0.7880430084287874,1687,2923,
superseg,neural,2,120,0.19518293605078413,0.572699281560041,0.5673342458516437,0.5743438272939029,0.9261029464735969,0.7867153543212544,1674,2923,
superseg,neural,2,121,0.2089600429762548,0.5675675675675675,0.5637105876137646,0.5709723122733713,0.9271682515668901,0.7849410465144203,1659,2923,
superseg,neural,2,122,0.2222492771981355,0.5624358535750941,0.5590495401387988,0.5660843359027927,0.9273258410777322,0.7827534039334343,1644,2923,
superseg,neural,2,123,0.23515706355847305,0.5593568251796099,0.5568054655044065,0.5638402612684004,0.928100280959585,0.7814548663640949,1635,2923,
superseg,neural,2,124,0.2611069496552549,0.5549093397194663,0.5547775136277406,0.5618123093917345,0.9289512643181328,0.7799525130273995,1622,2923,
superseg,neural,2,125,0.28251990960471063,0.5501197399931577,0.5498355065677305,0.556618159114377,0.929688783228874,0.7786449703431549,1608,2923,
superseg,neural,2,126,0.30029263283739144,0.5446459117345194,0.5483022356698605,0.5541267439905866,0.930600551113032,0.7777372547607041,1592,2923,
superseg,neural,2,127,0.3215565149808053,0.5412247690728703,0.5472648464327738,0.5530893547535001,0.9313209603054533,0.77678421343323,1582,2923,
superseg,neural,2,128,0.34584445944383463,0.5360930550803968,0.5421715534423552,0.5479960617630815,0.9322917116922411,0.7752137213937516,1567,2923,
superseg,neural,2,129,0.36575747704386113,0.5285665412247691,0.5365865811781092,0.5421589462814879,0.9331742129529573,0.7724146315106981,1545,2923,
superseg,neural,2,130,0.40025892015078557,0.5230927129661307,0.5340399346828999,0.5396122997862786,0.9343550836875344,0.770634320293927,1529,2923,
superseg,neural,2,131,0.4291330930875177,0.5172767704413274,0.5315004922796148,0.5365685709482987,0.935348948202579,0.7690209038734,1512,2923,
superseg,neural,2,132,0.46143297708813263,0.5128292849811837,0.5301101025382418,0.5351781812069255,0.9360990742741877,0.7677034555627597,1499,2923,
superseg,neural,2,133,0.483345697573082,0.5070133424563804,0.5270249501716975,0.5318408856230339,0.9370278017914175,0.7664211272002499,1482,2923,
superseg,neural,2,134,0.500641315127138,0.49948682860075266,0.5196695723170761,0.5242333645510651,0.9377464099608578,0.7646439677736955,1460,2923,
superseg,neural,2,135,0.5254306227118526,0.49572357167293873,0.5170472828566626,0.5213589318733041,0.9384758242681844,0.7630842818721033,1449,2923,
superseg,neural,2,136,0.5473997443165612,0.4888812863496408,0.5149977187042241,0.5193093677208654,0.9397806654179575,0.7616365595658334,1429,2923,
superseg,neural,2,137,0.5725174198797601,0.4823811152925077,0.5132579305045265,0.5173174363038205,0.9411044173090316,0.7595806918329612,1410,2923,
superseg,neural,2,138,0.5920198682564589,0.4741703729045501,0.508265494801047,0.5123250006003409,0.9428862293782868,0.7575314278510193,1386,2923,
superseg,neural,2,139,0.6248788815646907,0.46801231611358196,0.5044077035756309,0.5077359940446173,0.9442970307134453,0.755806648176164,1368,2923,
superseg,neural,2,140,0.641781967788486,0.46151214505644883,0.4967677640900031,0.4998439113416421,0.9451059902024349,0.7531969658766179,1349,2923,
superseg,neural,2,141,0.6647224647914954,0.4546698597331509,0.49225440049948366,0.4953305477511227,0.9460578308479216,0.7500517794107052,1329,2923,
superseg,neural,2,142,0.6872595548629761,0.4481696886760178,0.4891998655236174,0.4917717263405615,0.9473350563119852,0.7485101037389237,1310,2923,
superseg,neural,2,143,0.708381408123515,0.4420116318850496,0.4849854717479528,0.4875573325648968,0.9484823079509161,0.7466277345532262,1292,2923,
superseg,neural,2,144,0.729943783738505,0.43551146082791653,0.4803118171121196,0.48263153471171616,0.949591738107245,0.7448103522800951,1273,2923,
superseg,neural,2,145,0.746175473359362,0.42969551830311326,0.4761838724395457,0.47835230410873375,0.9506717515548831,0.7423825733016354,1256,2923,
superseg,neural,2,146,0.7647802727905352,0.42422169004447485,0.47101493648392284,0.47318336815311096,0.952633365751747,0.740136397473765,1240,2923,
superseg,neural,2,147,0.788425548292285,0.417037290455012,0.4659882813438032,0.4681567130129914,0.9537364923276421,0.7378037725428043,1219,2923,
superseg,neural,2,148,0.8011376857757568,0.4115634621963736,0.46114352952477,0.4633119611939582,0.9540831892514948,0.7358499627788584,1203,2923,
superseg,neural,2,149,0.8140981526830088,0.4036948340745809,0.4552938068823091,0.4572353096558846,0.9553793254568596,0.733406274764066,1180,2923,
superseg,neural,2,150,0.8275542819320256,0.3985631200821074,0.4519186898158154,0.45386019258939075,0.955833183248085,0.7315085968830296,1165,2923,
superseg,neural,2,151,0.8386328127515976,0.39274717755730415,0.4501789016161179,0.45161611795499845,0.9568789772590831,0.7297120764594289,1148,2923,
superseg,neural,2,152,0.8503217927774593,0.3862470065001711,0.44982590111183146,0.45151526066805947,0.9584157001176667,0.7284390533823212,1129,2923,
superseg,neural,2,153,0.8606806026032223,0.3790626069107082,0.4470739379967822,0.44951972720505246,0.9597709699109094,0.7264177052565857,1108,2923,
superseg,neural,2,154,0.8695301473440239,0.3715360930550804,0.44066589823019475,0.4431116874384651,0.9605526138846865,0.7237984175011406,1086,2923,
superseg,neural,2,155,0.8786550682393743,0.3643516934656175,0.4336923372475566,0.4359111975602142,0.9609781055639602,0.7214555867732872,1065,2923,
superseg,neural,2,156,0.8873013922916585,0.3588778652069791,0.43033883245683546,0.4325576927694931,0.961471585860769,0.71897527795788,1049,2923,
superseg,neural,2,157,0.8932244777679443,0.35237769414984604,0.42662512306990374,0.4285918401652139,0.9623435811540954,0.716809697908412,1030,2923,
superseg,neural,2,158,0.8991104235601186,0.34758809442353744,0.42185961626203683,0.42382633335734693,0.9624381348606007,0.7151938801239104,1016,2923,
superseg,neural,2,159,0.9052458201820528,0.3380088949709203,0.41356410441130564,0.41553082150661574,0.963852838412218,0.7120579989433998,988,2923,
superseg,neural,2,160,0.9129022225063649,0.3304823811152925,0.40504166366496164,0.40650409432557694,0.9645714465816585,0.7098040186826117,966,2923,
superseg,neural,2,161,0.9183171987533569,0.32295586725966474,0.3969478663881085,0.39841029704872366,0.9650634260259826,0.7067909072353096,944,2923,
superseg,neural,2,162,0.9223159099344033,0.31577146767020187,0.3925929928199216,0.394055423480537,0.9663304456931537,0.7047764630310016,923,2923,
superseg,neural,2,163,0.9282062356196457,0.3092712966130688,0.3871046754556588,0.38856710611627404,0.966904071512619,0.7022704896381144,904,2923,
superseg,neural,2,164,0.931968813865029,0.3000342114266165,0.3820203875801455,0.383457603919026,0.9682821542636219,0.6990055351439617,877,2923,
superseg,neural,2,165,0.9360871132294736,0.2925076975709887,0.3744777033354945,0.37591491967437507,0.9691184292678241,0.6959224839708954,855,2923,
superseg,neural,2,166,0.9415630272884464,0.2849811837153609,0.3680522536800903,0.36923732680162336,0.9700356002209254,0.6930057272530797,833,2923,
superseg,neural,2,167,0.9454238528582319,0.27779678412589803,0.3617954998439113,0.3627536440698316,0.9704421811588982,0.6905272194606537,812,2923,
superseg,neural,2,168,0.9495712830193678,0.2702702702702703,0.357319957735994,0.3580511730663017,0.9716020399586965,0.6883604387291982,790,2923,
superseg,neural,2,169,0.9523656697728526,0.2606910708176531,0.35020951900679587,0.35068859111975603,0.9724683320125832,0.685037551329155,762,2923,
superseg,neural,2,170,0.9549844264984131,0.2535066712281902,0.345040583051173,0.3455196551641332,0.9731302079581201,0.6822660771318109,741,2923,
superseg,neural,2,171,0.9587269015048615,0.24598015737256243,0.3361687438465048,0.33664781595946497,0.9731302079581201,0.6790210839756983,719,2923,
superseg,neural,2,172,0.9612576700934214,0.23913787204926445,0.3287557332564897,0.3292348053694499,0.9741913106644575,0.6760313858271498,699,2923,
superseg,neural,2,173,0.9630945073300271,0.23126924392747178,0.3205574766467353,0.32154083519439036,0.9753385623033883,0.6727578764738372,676,2923,
superseg,neural,2,174,0.9649981547839678,0.223742730071844,0.31332817040078764,0.3143115289484427,0.9761790396945467,0.6694869185697476,654,2923,
superseg,neural,2,175,0.9669666236369454,0.21587410195005133,0.3067940590255265,0.30729834546022144,0.9772156785053909,0.6675018910741302,631,2923,
superseg,neural,2,176,0.9684401154518127,0.20834758809442352,0.29912890521816393,0.2996331916528588,0.9776821434574837,0.6639793902936868,609,2923,
superseg,neural,2,177,0.9698596174393467,0.20047895997263085,0.29438861273203176,0.2948928991667267,0.9784930840717527,0.66080989001753,586,2923,
superseg,neural,2,178,0.9716976863055972,0.19158398905234347,0.28746908243882524,0.2879733688735202,0.9790625075042624,0.6566960533583075,560,2923,
superseg,neural,2,179,0.9734885096549988,0.1837153609305508,0.279727084984271,0.280231371418966,0.9793114989313931,0.6525305873736281,537,2923,
superseg,neural,2,180,0.9747174172545199,0.17345193294560382,0.27068955166534586,0.2709416948826933,0.9803545914079197,0.6477101493648392,507,2923,
superseg,neural,2,181,0.9759958176756625,0.16695176188847075,0.2642851139447206,0.26453725716206805,0.9810689971904043,0.6450620452416972,488,2923,
superseg,neural,2,182,0.9776789671811627,0.15908313376667807,0.25872715702519034,0.2589793002425378,0.9819199805489519,0.6420753487981173,465,2923,
superseg,neural,2,183,0.9789914135357842,0.1518987341772152,0.250564920875057,0.25081706409240445,0.9829285534183417,0.638438783228874,444,2923,
superseg,neural,2,184,0.9803371462390651,0.14231953472459802,0.24250714405782484,0.24275928727517232,0.9840091672069735,0.6329447626251711,416,2923,
superseg,neural,2,185,0.9814461394770061,0.13376667807047554,0.2351301539274308,0.2351301539274308,0.9853728417741277,0.6289170748985424,391,2923,
superseg,neural,2,186,0.9825933578625397,0.12350325008552857,0.2241835362485892,0.2241835362485892,0.9858897353696899,0.6233612191724899,361,2923,
superseg,neural,2,187,0.9835083484649658,0.11495039343140609,0.21764942487332806,0.21764942487332806,0.9872260944216315,0.6200440350118868,336,2923,
superseg,neural,2,188,0.984346164830366,0.10571330824495381,0.2115079365079365,0.2115079365079365,0.9882817940590254,0.616438687174315,309,2923,
superseg,neural,2,189,0.9851738049756342,0.09716045159083134,0.20375633359748338,0.20400847681483084,0.9893428967653627,0.612864256897918,284,2923,
superseg,neural,2,190,0.9861618864476381,0.08758125213821416,0.19222618447278053,0.192478327690128,0.989922826165262,0.6085991343082872,256,2923,
superseg,neural,2,191,0.9870409369468689,0.08039685254875129,0.18642689047378913,0.18642689047378913,0.9907485952020747,0.6056265458780588,235,2923,
superseg,neural,2,192,0.9876226007039822,0.07150188162846391,0.17733532646543237,0.17733532646543237,0.9915207838052013,0.601577846216651,209,2923,
