dataset,model,g,step,tau,bor,wf1,wf1_1to1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
dialseg711,texttiling,2,41,0.08270044197988272,1.4309500489715965,0.636579638456682,0.6363109698552737,0.7890522276598227,0.9012525115531445,2922,2042,
dialseg711,texttiling,2,42,0.08458042294535807,1.4201762977473065,0.6352747574350108,0.6344434905616341,0.7910087275593606,0.9000883787645392,2900,2042,
dialseg711,texttiling,2,43,0.08633285004589426,1.4079333986287954,0.6324788123084627,0.6312264700450355,0.7925910060403732,0.8991248632598844,2875,2042,
dialseg711,texttiling,2,44,0.08853964859516777,1.397649363369246,0.6316586066137289,0.6302218487872496,0.7942447242552728,0.8984885473176613,2854,2042,
dialseg711,texttiling,2,45,0.09032250581374719,1.3844270323212537,0.6289396824502775,0.6272091012597342,0.7968663671459031,0.8968876833433795,2827,2042,
dialseg711,texttiling,2,46,0.09243164559704575,1.3731635651322234,0.6288857982191781,0.6271552170286347,0.7990673248848353,0.8958924385506664,2804,2042,
dialseg711,texttiling,2,47,0.09456452929494369,1.3633692458374143,0.6266307569868538,0.6256214952417484,0.8005354799131171,0.8950637376375773,2784,2042,
dialseg711,texttiling,2,48,0.09644464496991142,1.3496571988246817,0.6249488252106058,0.6242418153810558,0.8028257373194082,0.8943172761368965,2756,2042,
dialseg711,texttiling,2,49,0.09850055862910785,1.3418217433888344,0.6225310367168679,0.6214556657594632,0.8039165885684874,0.8932621447547608,2740,2042,
dialseg711,texttiling,2,50,0.10087763409518716,1.3330068560235064,0.6220673350618037,0.6207792207792208,0.8054205903098308,0.8924071562520929,2722,2042,
dialseg711,texttiling,2,51,0.10303581045500604,1.3202742409402546,0.621213225716623,0.6203037000505355,0.8075841791822805,0.8912950684258701,2696,2042,
dialseg711,texttiling,2,52,0.10554734194398525,1.3055827619980411,0.6205566713688098,0.6197958081924326,0.8103506549709082,0.8896196113231979,2666,2042,
dialseg711,texttiling,2,53,0.10765388413290286,1.2933398628795298,0.6182634427787332,0.6178033093644908,0.8127310492289395,0.888534034335722,2641,2042,
dialseg711,texttiling,2,54,0.10970764191605936,1.2776689520078355,0.6152688275700385,0.6145454951362125,0.8152491603177259,0.8858758910517,2609,2042,
dialseg711,texttiling,2,55,0.112140047041016,1.2678746327130264,0.6119102788306325,0.6110203907672261,0.8170217587147965,0.8839462368646617,2589,2042,
dialseg711,texttiling,2,56,0.11444735601918783,1.2541625857002938,0.6082445274855564,0.6074952863982399,0.8187505444625698,0.881832643121321,2561,2042,
dialseg711,texttiling,2,57,0.11672402791042424,1.243388834476004,0.6071416765936758,0.6062674159720574,0.8208446216621322,0.8803250786953319,2539,2042,
dialseg711,texttiling,2,58,0.11895530161695862,1.2301665034280118,0.6046817057570674,0.6041409676430773,0.8227162868776793,0.8783672113946376,2512,2042,
dialseg711,texttiling,2,59,0.12199524733888437,1.2189030362389814,0.6026251593000558,0.602677569344236,0.8244835831070009,0.8770873053081211,2489,2042,
dialseg711,texttiling,2,60,0.12490078237787565,1.2037218413320274,0.6026881390654562,0.6027456603405971,0.826850539482396,0.8755359375348826,2458,2042,
dialseg711,texttiling,2,61,0.12731656147607012,1.1895200783545543,0.6006081237988071,0.6008435774258559,0.8296838504908127,0.8741924265763927,2429,2042,
dialseg711,texttiling,2,62,0.12949409287179536,1.178256611165524,0.597787370556113,0.5982181672055089,0.831289570134507,0.8727293377820804,2406,2042,
dialseg711,texttiling,2,63,0.13160090695074453,1.1660137120470127,0.5931053758641902,0.5939172719763437,0.8328860807500047,0.8709921801904923,2381,2042,
dialseg711,texttiling,2,64,0.1342547025213291,1.15230166503428,0.5887138781048723,0.5895304258173456,0.8351001543775806,0.8685843047431617,2353,2042,
dialseg711,texttiling,2,65,0.1373125943706264,1.1400587659157688,0.583830537545316,0.5844090898943219,0.83719813843759,0.8660904440952927,2328,2042,
dialseg711,texttiling,2,66,0.1400800280684802,1.1278158667972575,0.5811135951659263,0.5816843337940384,0.8390728733292026,0.8650277222414315,2303,2042,
dialseg711,texttiling,2,67,0.14301688886767058,1.115083251714006,0.5790306804247837,0.5793670074260792,0.8416458199949762,0.8630671962460955,2277,2042,
dialseg711,texttiling,2,68,0.14544207628947406,1.102350636630754,0.5778479134936921,0.5782527911219894,0.843970262430178,0.8606920009876373,2251,2042,
dialseg711,texttiling,2,69,0.14782998175477263,1.089128305582762,0.5755658473620355,0.5763473594697223,0.8456617934729751,0.8590279718095434,2224,2042,
dialseg711,texttiling,2,70,0.1511251429217542,1.0768854064642508,0.5736302770720348,0.5745211812722361,0.8478030320593611,0.8565145825837773,2199,2042,
dialseg711,texttiling,2,71,0.15415658041759953,1.0646425073457395,0.5722852008324438,0.573176105032645,0.8502646585716205,0.8552061335836968,2174,2042,
dialseg711,texttiling,2,72,0.15700710149266614,1.0533790401567091,0.5717360078781876,0.5726269120783888,0.8524247338065903,0.8531746321112669,2151,2042,
dialseg711,texttiling,2,73,0.15933955262354282,1.0396669931439766,0.5708860851617968,0.5718767948725756,0.854930705721845,0.8508560307771944,2123,2042,
dialseg711,texttiling,2,74,0.16183722730557523,1.023016650342801,0.5667814462470312,0.5674240902089004,0.857200033518599,0.8482692375891354,2089,2042,
dialseg711,texttiling,2,75,0.16468903691924394,1.0097943192948091,0.5636383329551283,0.5646491030457276,0.8590954443275118,0.8463895447055749,2062,2042,
dialseg711,texttiling,2,76,0.16721746744822014,0.9970617042115573,0.5604270906523,0.5618250010655075,0.8611638478727086,0.8445771310032172,2036,2042,
dialseg711,texttiling,2,77,0.1694676097313963,0.9794319294809011,0.5586763955559921,0.5596405079527442,0.8646818361744522,0.8425997322624571,2000,2042,
dialseg711,texttiling,2,78,0.1721882534087004,0.965230166503428,0.5544438957538721,0.5556491172524928,0.867207621453402,0.8389682410782232,1971,2042,
dialseg711,texttiling,2,79,0.17503676267724536,0.9485798237022527,0.5492432720300416,0.5500393730351536,0.8693304419833955,0.835917712505129,1937,2042,
dialseg711,texttiling,2,80,0.17818833625496333,0.9294809010773751,0.5448392225527731,0.5454225802327068,0.871793019841543,0.8309289824900278,1898,2042,
dialseg711,texttiling,2,81,0.1811278880241528,0.9147894221351616,0.5413130019379447,0.5418963596178786,0.8744834513821856,0.8278838739807843,1868,2042,
dialseg711,texttiling,2,82,0.1840202634658047,0.9000979431929481,0.5343746527832953,0.5351754434032915,0.8761011706686813,0.823561186672658,1838,2042,
dialseg711,texttiling,2,83,0.1867428327625122,0.8839373163565132,0.5323944326596154,0.5325701256081004,0.8787820497208683,0.8210395467248578,1805,2042,
dialseg711,texttiling,2,84,0.190457235254235,0.8687561214495593,0.526030490482947,0.5263191488929886,0.8810665863672192,0.8172435595427947,1774,2042,
dialseg711,texttiling,2,85,0.19331527969345977,0.8550440744368266,0.521849033558874,0.5218251431331601,0.884134588063913,0.8139654772562736,1746,2042,
dialseg711,texttiling,2,86,0.19634448583401626,0.8379040156709109,0.5150399339227703,0.5152113865194035,0.8870147813976927,0.8097827603274244,1711,2042,
dialseg711,texttiling,2,87,0.19977565416738613,0.8212536728697356,0.5104789534124227,0.5106504060090559,0.889262900523449,0.8061570521629554,1677,2042,
dialseg711,texttiling,2,88,0.2039882857446096,0.806562193927522,0.5051042296832685,0.5048537413516316,0.8913995345957371,0.8030044304449331,1647,2042,
dialseg711,texttiling,2,89,0.2066686138435824,0.7908912830558276,0.496487623598308,0.49581519433840104,0.8936187962295556,0.798258346126064,1615,2042,
dialseg711,texttiling,2,90,0.21007808114416038,0.7752203721841332,0.4914142862464896,0.49074185698658274,0.8956586213442751,0.794607005215581,1583,2042,
dialseg711,texttiling,2,91,0.21358121609567993,0.7571008814887366,0.4844692396167883,0.48399526711763,0.8979301816327132,0.7900954884466803,1546,2042,
dialseg711,texttiling,2,92,0.217255616083217,0.7399608227228207,0.47962608390754324,0.47933717321902974,0.9005221044778007,0.7858400966279974,1511,2042,
dialseg711,texttiling,2,93,0.22056032919404497,0.7247796278158668,0.47334385230885606,0.4730549416203425,0.9026064398954694,0.7804074762973459,1480,2042,
dialseg711,texttiling,2,94,0.22503059451004978,0.7076395690499511,0.46830131020997234,0.46804523028151723,0.9052918483298229,0.7758607303895302,1445,2042,
dialseg711,texttiling,2,95,0.22877044182027403,0.6919686581782566,0.4616161138623288,0.46181546223740316,0.9073675074729927,0.7717144063275945,1413,2042,
dialseg711,texttiling,2,96,0.232657465353683,0.6753183153770813,0.4575853501269237,0.4579722278034514,0.9105493789301805,0.7671111755218321,1379,2042,
dialseg711,texttiling,2,97,0.23676042326131655,0.6571988246816847,0.44916550774083663,0.44892728774585317,0.9127137796177882,0.7613087517253856,1342,2042,
dialseg711,texttiling,2,98,0.2393061300018924,0.6385896180215475,0.43881121131059087,0.4385729913156074,0.9151681251628508,0.7538799990511214,1304,2042,
dialseg711,texttiling,2,99,0.2434660916651915,0.6219392752203722,0.43184360476492517,0.43174156676266384,0.9183343564936393,0.7493733407898366,1270,2042,
dialseg711,texttiling,2,100,0.2487472655186102,0.6052889324191969,0.4250925499126045,0.42499051191034315,0.921219572933708,0.7431190766518958,1236,2042,
dialseg711,texttiling,2,101,0.2542638521098612,0.5881488736532811,0.41283682718281883,0.41277431741566767,0.9231607244529185,0.7369117571182752,1201,2042,
dialseg711,texttiling,2,102,0.2582190005323995,0.5690499510284035,0.40319916058312677,0.40313665081597577,0.9258250637470048,0.7311793614860904,1162,2042,
dialseg711,texttiling,2,103,0.2621029167618584,0.5504407443682664,0.39484294421003285,0.3949367088607595,0.9282111026573052,0.7260649766806121,1124,2042,
dialseg711,texttiling,2,104,0.26663995567877696,0.5323212536728698,0.3805750898577902,0.38066104078762314,0.9299535624166425,0.7159822828529855,1087,2042,
dialseg711,texttiling,2,105,0.27076616389068525,0.5146914789422136,0.37089054093273505,0.3709764918625678,0.9324154426211388,0.7102732994512494,1051,2042,
dialseg711,texttiling,2,106,0.27409953073640564,0.4970617042115573,0.36250195343022346,0.3621659634317862,0.9353042868601941,0.7053038963441234,1015,2042,
dialseg711,texttiling,2,107,0.27862207613997725,0.4789422135161606,0.3518953854396893,0.3519891500904159,0.9380258337536818,0.6983089979626114,978,2042,
dialseg711,texttiling,2,108,0.28286643783051757,0.45886385896180215,0.33866117473712415,0.3387549393878508,0.9402513489011379,0.6893778259010261,937,2042,
dialseg711,texttiling,2,109,0.2885915538174423,0.4407443682664055,0.3296095372044739,0.3297033018552006,0.9431016826586447,0.6819882514008216,900,2042,
dialseg711,texttiling,2,110,0.29348620113415946,0.4240940254652302,0.32061147947223895,0.3207052441229656,0.9455044779411869,0.6763011028039517,866,2042,
dialseg711,texttiling,2,111,0.30028123562060427,0.4040156709108717,0.3091085660705914,0.3092023307213181,0.9484695059589575,0.6679531778391089,825,2042,
dialseg711,texttiling,2,112,0.30508390832785987,0.3834476003917728,0.3004520795660036,0.3005458442167303,0.9517543637796803,0.6602093795995302,783,2042,
dialseg711,texttiling,2,113,0.3115788491527039,0.3643486777668952,0.28642086933226174,0.2865146339829884,0.9542202903753538,0.6505500129187007,744,2042,
dialseg711,texttiling,2,114,0.31829222332892104,0.3428011753183154,0.2743855066639877,0.2741979773625343,0.9572655485630168,0.6401709596464563,700,2042,
dialseg711,texttiling,2,115,0.32517210937025565,0.3227228207639569,0.2603978300180832,0.2602103007166298,0.959510344320471,0.6300659669676241,659,2042,
dialseg711,texttiling,2,116,0.33152569748049404,0.30264446620959845,0.24384167168977294,0.24365414238831962,0.9615297725793506,0.6203959653217392,618,2042,
dialseg711,texttiling,2,117,0.33752494002107425,0.2820763956904995,0.23074141048824592,0.23055388118679254,0.96413762729691,0.6106652664784118,576,2042,
dialseg711,texttiling,2,118,0.34632372242122395,0.2615083251714006,0.21916147612350145,0.21916147612350145,0.9671319567680327,0.6021426325171814,534,2042,
dialseg711,texttiling,2,119,0.35543586306236497,0.24094025465230168,0.19918960551871948,0.19918960551871948,0.9694769102205809,0.5876977485723344,492,2042,
dialseg711,texttiling,2,120,0.36459354329947846,0.22037218413320275,0.1852253700354966,0.1852253700354966,0.9720537130083545,0.5765557315076862,450,2042,
dialseg711,texttiling,2,121,0.38086849915322296,0.197845249755142,0.16693456566874287,0.16693456566874287,0.9748540947644324,0.5632596084079682,404,2042,
dialseg711,texttiling,2,122,0.39347726121619747,0.17678746327130265,0.151557162949568,0.151557162949568,0.9777176839413126,0.5511310688133438,361,2042,
dialseg711,texttiling,2,123,0.40549782367806936,0.15523996082272282,0.13322617373250284,0.13322617373250284,0.9804594627906864,0.5375519076046611,317,2042,
dialseg711,texttiling,2,124,0.418339102112468,0.13320274240940255,0.11228316924519458,0.11228316924519458,0.9825146109165096,0.5238700214349784,272,2042,
dialseg711,texttiling,2,125,0.43420527643294793,0.11116552399608227,0.0955461790904829,0.0955461790904829,0.9852660173862704,0.5120028949590465,227,2042,
dialseg711,texttiling,2,126,0.45093993924970016,0.08863858961802155,0.07454289732770746,0.07454289732770746,0.9878932415061107,0.4974672228629736,181,2042,
dialseg711,texttiling,2,127,0.46997265405391325,0.06660137120470128,0.05700890764181903,0.05700890764181903,0.9908738969656691,0.482019107651315,136,2042,
dialseg711,texttiling,2,128,0.5014760245629917,0.044564152791381,0.03745897796530708,0.03745897796530708,0.9933297461251047,0.4678316578201984,91,2042,
dialseg711,texttiling,2,129,0.551745987417711,0.022526934378060724,0.020956399437412093,0.020956399437412093,0.9970558381687072,0.45254391194034727,46,2042,
dialseg711,texttiling,2,130,0.6816352009773254,0.0004897159647404506,0.0,0.0,0.9998995378742215,0.43780356360295253,1,2042,
