dataset,model,g,step,tau,bor,wf1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
dialseg711,random,2,155,0.7732230937261833,0.8050930460333007,0.4431824926732897,0.8582100711056407,0.7754016045950561,1644,2042,1
dialseg711,random,2,156,0.7795477524813623,0.7899118511263468,0.43900727105021714,0.8610717068522976,0.7723842589206202,1613,2042,1
dialseg711,random,2,157,0.7842488307626007,0.7776689520078355,0.4373927427708567,0.8633710337560547,0.7701099136615599,1588,2042,1
dialseg711,random,2,158,0.7889221034119397,0.7585700293829579,0.4328873119065279,0.8668807897447137,0.7659564192009173,1549,2042,1
dialseg711,random,2,159,0.793938029097038,0.7409402546523016,0.4287880355586852,0.8697770291124722,0.7629096202557359,1513,2042,1
dialseg711,random,2,160,0.7989926945987509,0.7257590597453477,0.4216831307744555,0.8720026457368228,0.7584972780958137,1482,2042,1
dialseg711,random,2,161,0.8036748140637936,0.7081292850146915,0.41575851946127973,0.8750724613330099,0.7549695216672133,1446,2042,1
dialseg711,random,2,162,0.8082782597011057,0.6939275220372184,0.4095267539246064,0.8774923427877014,0.750430436162938,1417,2042,1
dialseg711,random,2,163,0.8125301408066262,0.6787463271302644,0.4033994558664387,0.88029872436518,0.7465797812310593,1386,2042,1
dialseg711,random,2,164,0.8177743043237615,0.6640548481880509,0.4000147634744179,0.8832776166636926,0.7433319860898044,1356,2042,1
dialseg711,random,2,165,0.8234937966733445,0.6488736532810969,0.39226644145456435,0.8856725221176699,0.7390693747962486,1325,2042,1
dialseg711,random,2,166,0.8292768146703005,0.6327130264446621,0.3839236200315742,0.8884958630211794,0.7335002463807768,1292,2042,1
dialseg711,random,2,167,0.8356552980667173,0.6165523996082273,0.37808184590982985,0.8906362644231842,0.7295546167359457,1259,2042,1
dialseg711,random,2,168,0.8401671310595872,0.5999020568070519,0.3689103484560109,0.8935870603064696,0.7251388587994629,1225,2042,1
dialseg711,random,2,169,0.844363941307764,0.5827619980411362,0.36232449798830385,0.8970806307304197,0.7213207437616492,1190,2042,1
dialseg711,random,2,170,0.8493432548272859,0.5666013712047012,0.35737529892407033,0.8998767124030836,0.7168999359759659,1157,2042,1
dialseg711,random,2,171,0.8548286527050767,0.548971596474045,0.3506845213472168,0.9037228769823705,0.7123747683530486,1121,2042,1
dialseg711,random,2,172,0.8600034598435806,0.5318315377081293,0.3422791901570755,0.9065818616451529,0.7069902592589755,1086,2042,1
dialseg711,random,2,173,0.8644403862967155,0.5146914789422136,0.33817363795025746,0.9096574106858917,0.7030578940179729,1051,2042,1
dialseg711,random,2,174,0.8701558141861576,0.49853085210577863,0.32766529959381785,0.9126508268649618,0.6964931954982814,1018,2042,1
dialseg711,random,2,175,0.8753857013608033,0.48188050930460335,0.31664703387215176,0.9144001236300815,0.6907562471004217,984,2042,1
dialseg711,random,2,176,0.8797848486522843,0.46376101860920665,0.30721475650738495,0.9177764882406232,0.6841567493255964,947,2042,1
dialseg711,random,2,177,0.8837934158667519,0.44515181194906955,0.29722882120499394,0.921552329331865,0.6778693368690396,909,2042,1
dialseg711,random,2,178,0.8893565443244417,0.42703232125367285,0.2842267896375615,0.9243010847177514,0.6705450831247142,872,2042,1
dialseg711,random,2,179,0.8948573366797465,0.40744368266405484,0.27289466184973754,0.927392667107857,0.6621019357968145,832,2042,1
dialseg711,random,2,180,0.9007787986650123,0.3878550440744368,0.26474383471156865,0.9307483811703221,0.654264455781119,792,2042,1
dialseg711,random,2,181,0.9053933927281006,0.3692458374142997,0.25541425196426437,0.9343671106593049,0.6466732093356827,754,2042,1
dialseg711,random,2,182,0.9110232128059009,0.35063663075416257,0.2479398698063379,0.937726312990026,0.6402611212400874,716,2042,1
dialseg711,random,2,183,0.9164482720609838,0.3305582761998041,0.2330446852909002,0.9416012589535797,0.6300523965376917,675,2042,1
dialseg711,random,2,184,0.9218124935856827,0.31145935357492655,0.22082849079622469,0.9442861092650123,0.6200607633755306,636,2042,1
dialseg711,random,2,185,0.9274925718183225,0.29040156709108716,0.2077483220198534,0.9478380035342061,0.6099037921667607,593,2042,1
dialseg711,random,2,186,0.9327685753729615,0.27081292850146915,0.1929335072050386,0.9504198157679171,0.6009361494753586,553,2042,1
dialseg711,random,2,187,0.9372029304875049,0.24926542605288932,0.18202620945236977,0.9541811456632131,0.5905426049811275,509,2042,1
dialseg711,random,2,188,0.941927533536227,0.23065621939275222,0.17016498113544526,0.957749923150767,0.5807000835647044,471,2042,1
dialseg711,random,2,189,0.9482990236741329,0.21057786483839372,0.15547518585493267,0.9616747830619139,0.5699197919587485,430,2042,1
dialseg711,random,2,190,0.95206411701052,0.19196865817825662,0.14623267028330317,0.9656098287163689,0.5602091032628899,392,2042,1
dialseg711,random,2,191,0.95865832245528,0.17238001958863858,0.13127051101734646,0.9684932312569442,0.5494633210592723,352,2042,1
dialseg711,random,2,192,0.9644017915255391,0.15181194906953965,0.11673699015471167,0.9724394393698191,0.5371195415526973,310,2042,1
dialseg711,random,2,193,0.9707054499527533,0.1307541625857003,0.09920300046882326,0.9756027405552723,0.5232791254252165,267,2042,1
dialseg711,random,2,194,0.9755303258644875,0.10969637610186092,0.08448195030473511,0.9795762966912755,0.5108986944421712,224,2042,1
dialseg711,random,2,195,0.9802824458246594,0.08765915768854064,0.06736990154711672,0.9833807415822183,0.4964574729120078,179,2042,1
dialseg711,random,2,196,0.9843810114338662,0.06611165523996082,0.052273792780121904,0.9873117408454961,0.48236141650369124,135,2042,1
dialseg711,random,2,197,0.9893074835884871,0.04407443682664055,0.03614627285513361,0.9917795470274373,0.4665989394374755,90,2042,1
dialseg711,random,2,198,0.9946454290063917,0.022526934378060724,0.018049695264885136,0.995635757819302,0.4528838036305316,46,2042,1
dialseg711,random,2,199,0.9998757875742624,0.0004897159647404506,0.0007032348804500703,0.9999120956399438,0.4380614163924509,1,2042,1
dialseg711,random,2,0,0.00010952037034372974,2.004407443682664,0.6832721563543471,0.6500755232031604,0.8919439438250972,4093,2042,2
dialseg711,random,2,1,0.005048829404940319,2.0014691478942215,0.6824008436908958,0.6503099348299771,0.8915356769083915,4087,2042,2
dialseg711,random,2,2,0.008826229237980581,1.999020568070519,0.6823904766141285,0.6509076844783596,0.891606837580818,4082,2042,2
dialseg711,random,2,3,0.014583882140779887,1.9941234084231145,0.6819636647949117,0.6515987801852781,0.8915448859365879,4072,2042,2
dialseg711,random,2,4,0.019935111644474923,1.9906953966699314,0.6822463945531602,0.65238740787264,0.8914290754304819,4065,2042,2
dialseg711,random,2,5,0.025605111769487918,1.9867776689520078,0.682515838304727,0.653018644896282,0.8913321480832029,4057,2042,2
dialseg711,random,2,6,0.030921201284140776,1.9809010773751223,0.6822569707462814,0.6541714477895912,0.8913313362680451,4045,2042,2
dialseg711,random,2,7,0.03576074893585921,1.9789422135161607,0.6826011646646938,0.6547072457937436,0.8913182203794018,4041,2042,2
dialseg711,random,2,8,0.04111341415763543,1.9745347698334965,0.6821281499741043,0.6556390320103399,0.8912470597069754,4032,2042,2
dialseg711,random,2,9,0.0438711692727083,1.9720861900097943,0.6821909731389175,0.6562221309320465,0.8912807500360245,4027,2042,2
dialseg711,random,2,10,0.048875863062195324,1.9701273261508325,0.6826928241371696,0.6565854689536125,0.8911468005349862,4023,2042,2
dialseg711,random,2,11,0.05421734313844912,1.9671890303623898,0.6826715619858299,0.6571246156952908,0.8911464284530388,4017,2042,2
dialseg711,random,2,12,0.059677482732518425,1.9622918707149852,0.6826207889497212,0.6581172373102753,0.8910832675424799,4007,2042,2
dialseg711,random,2,13,0.0632309882134638,1.9583741429970618,0.6822151228718945,0.658629036028825,0.8907104414312573,3999,2042,2
dialseg711,random,2,14,0.06812043463443655,1.9534769833496572,0.6812265273004604,0.6595784031174327,0.8904272870693406,3989,2042,2
dialseg711,random,2,15,0.07383640656944111,1.949069539666993,0.681143629208392,0.6602406159631897,0.8902641291354372,3980,2042,2
dialseg711,random,2,16,0.07848765770282748,1.94564152791381,0.6806248902508345,0.6607049742334552,0.8901344585767933,3973,2042,2
dialseg711,random,2,17,0.08350567376712764,1.9422135161606269,0.6797567594571639,0.661291003300497,0.8899143721049487,3966,2042,2
dialseg711,random,2,18,0.08765778379440689,1.9392752203721841,0.6794167338006825,0.6618477309141866,0.8899113024288834,3960,2042,2
dialseg711,random,2,19,0.09269643662534548,1.9348677766895201,0.6791642592866046,0.6624630614345804,0.8895585687428164,3951,2042,2
dialseg711,random,2,20,0.09647589888448703,1.930460333006856,0.6783920678715738,0.6629737439072882,0.8890305844595578,3942,2042,2
dialseg711,random,2,21,0.10012147129653837,1.9275220372184134,0.6781161661632937,0.6633853595615199,0.888880449393811,3936,2042,2
dialseg711,random,2,22,0.10520654372774224,1.9226248775710089,0.6768908092417341,0.6641706385113558,0.8885124975560982,3926,2042,2
dialseg711,random,2,23,0.10890690544796866,1.9191968658178256,0.6757785426763709,0.6645046750795696,0.8881331972189921,3919,2042,2
dialseg711,random,2,24,0.1130954249056351,1.9147894221351616,0.6749504475022843,0.6649919163895958,0.8876653041702269,3910,2042,2
dialseg711,random,2,25,0.11948445113121559,1.908912830558276,0.6739553433948758,0.6659471437688738,0.887115925174997,3898,2042,2
dialseg711,random,2,26,0.1233043033876414,1.9035259549461312,0.6739210043532083,0.6671836651003318,0.8869886731490108,3887,2042,2
dialseg711,random,2,27,0.12915415648185047,1.9005876591576885,0.6738787742565049,0.6678077860567312,0.8869925800094576,3881,2042,2
dialseg711,random,2,28,0.13443163505875408,1.8952007835455436,0.6741979885219772,0.668978867475703,0.8870251371798489,3870,2042,2
dialseg711,random,2,29,0.1393355966205471,1.8917727717923605,0.6736946631241371,0.6693572748161356,0.8866456135935743,3863,2042,2
dialseg711,random,2,30,0.14506610588724128,1.8863858961802156,0.673435841579506,0.6703593845207769,0.8863502743935235,3852,2042,2
dialseg711,random,2,31,0.14919712078495437,1.8829578844270323,0.6740347261668427,0.6709763894099338,0.886207580966723,3845,2042,2
dialseg711,random,2,32,0.15575525718404903,1.8756121449559255,0.6733447161497174,0.6722695602178724,0.8858841487340081,3830,2042,2
dialseg711,random,2,33,0.1609714271531774,1.8731635651322234,0.673410153038318,0.6726153173674271,0.8857736403956515,3825,2042,2
dialseg711,random,2,34,0.164997498288857,1.8667972575905976,0.6721751458018215,0.673770771344611,0.8854733888682552,3812,2042,2
dialseg711,random,2,35,0.16997672800392624,1.8599412340842312,0.6718223741505748,0.674828972402812,0.8849558786918141,3798,2042,2
dialseg711,random,2,36,0.17453764061523877,1.856513222331048,0.6713118281847115,0.6752509133310821,0.8845702157534084,3791,2042,2
dialseg711,random,2,37,0.1805742483882237,1.8521057786483839,0.6713632925821674,0.6762706039077346,0.8846600735436883,3782,2042,2
dialseg711,random,2,38,0.18522013983007746,1.8496571988246817,0.6712929925118674,0.676566282209742,0.8845898684453536,3777,2042,2
dialseg711,random,2,39,0.18920361466813393,1.8437806072477962,0.6715736610725062,0.6777775611636371,0.8845641203745986,3765,2042,2
dialseg711,random,2,40,0.1955777840255741,1.8408423114593535,0.6708274797878603,0.6782639652892817,0.8845659435761406,3759,2042,2
dialseg711,random,2,41,0.2008238622617549,1.8364348677766895,0.6706759270302018,0.6790442211328287,0.8842987887379589,3750,2042,2
dialseg711,random,2,42,0.20555620667540947,1.830558276199804,0.6707438091035443,0.6805388996844693,0.8844123667523809,3738,2042,2
dialseg711,random,2,43,0.20931460575511626,1.8266405484818804,0.6702100726826216,0.6811165569076961,0.8840606562916691,3730,2042,2
dialseg711,random,2,44,0.21470032685428336,1.8237022526934379,0.6693847073747543,0.6814623140572508,0.8835189979968461,3724,2042,2
dialseg711,random,2,45,0.21901755071972415,1.8188050930460333,0.6680967314032341,0.6822593135884275,0.883117614596166,3714,2042,2
dialseg711,random,2,46,0.2241070091608221,1.8129285014691479,0.6672302662129848,0.6831735189330126,0.8826639722859837,3702,2042,2
dialseg711,random,2,47,0.22951669329280275,1.8080313418217433,0.6655724350614827,0.6840793524337828,0.8820667342502787,3692,2042,2
dialseg711,random,2,48,0.2352179729580275,1.8026444662095984,0.6641987180981588,0.6850238359468317,0.8820383536997461,3681,2042,2
dialseg711,random,2,49,0.2407509146822102,1.7972575905974535,0.664004966660792,0.6856508870485664,0.8814047167475437,3670,2042,2
dialseg711,random,2,50,0.2455681815885498,1.7899118511263468,0.6626030967878375,0.6866036028747,0.8809150569048599,3655,2042,2
dialseg711,random,2,51,0.24988607395203083,1.7830558276199804,0.6627768252316082,0.6881281156333899,0.8810415647669517,3641,2042,2
dialseg711,random,2,52,0.25367784292808376,1.7766895200783546,0.6625968432349288,0.6890677155708801,0.8804963902977266,3628,2042,2
dialseg711,random,2,53,0.25747980128551906,1.7732615083251715,0.6623494642433139,0.6893753808310771,0.8801662605899597,3621,2042,2
dialseg711,random,2,54,0.26263395186246397,1.768364348677767,0.6613932248682426,0.6901020568742088,0.8799557087180153,3611,2042,2
dialseg711,random,2,55,0.2670800707236084,1.763956904995103,0.6625952121380858,0.6909597649576552,0.8797891090260992,3602,2042,2
dialseg711,random,2,56,0.27243494534577445,1.7571008814887366,0.6612916374050269,0.6919091320462629,0.8789342321480156,3588,2042,2
dialseg711,random,2,57,0.27742792070153655,1.7502448579823702,0.6607158397851672,0.6931280725057096,0.8788124218205091,3574,2042,2
dialseg711,random,2,58,0.28117316546992766,1.744368266405485,0.659836136584789,0.6940431150346762,0.8781823847611472,3562,2042,2
dialseg711,random,2,59,0.2858020450692992,1.737022526934378,0.6588811499997053,0.6949947146149679,0.877577658576252,3547,2042,2
dialseg711,random,2,60,0.29134666374933066,1.7296767874632712,0.658697546251811,0.6962923504062745,0.8772010186250693,3532,2042,2
dialseg711,random,2,61,0.2956456508405288,1.722820763956905,0.6576914565636662,0.6975687775265834,0.8768400526259176,3518,2042,2
dialseg711,random,2,62,0.3006852633306369,1.7159647404505387,0.6569737079438597,0.6988521811834049,0.8758551517113402,3504,2042,2
dialseg711,random,2,63,0.30653461260117126,1.7100881488736532,0.6566156428178621,0.6998576396255721,0.875477404816364,3492,2042,2
dialseg711,random,2,64,0.31247066260835193,1.7056807051909892,0.6561039425915924,0.700718265169742,0.8753753799464068,3483,2042,2
dialseg711,random,2,65,0.31698492664962974,1.6998041136141038,0.6549937443085291,0.7017965586530988,0.8750753888763735,3471,2042,2
dialseg711,random,2,66,0.32211374485370636,1.692458374142997,0.6541898662689576,0.7033593028318766,0.8747621423869667,3456,2042,2
dialseg711,random,2,67,0.32680961643420897,1.6860920666013712,0.6533911475997997,0.7046720079420501,0.8742216003379857,3443,2042,2
dialseg711,random,2,68,0.33215529655150194,1.6797257590597454,0.6525177202583967,0.7057536501629328,0.8738282539073678,3430,2042,2
dialseg711,random,2,69,0.33808201993723835,1.6748285994123409,0.6533525012397466,0.7067105519109738,0.8736909556688037,3420,2042,2
dialseg711,random,2,70,0.3441077343208939,1.669441723800196,0.6534197804209498,0.7075093653416438,0.8732346622747467,3409,2042,2
dialseg711,random,2,71,0.347779980842484,1.6601371204701274,0.6526616313646784,0.7088248610664222,0.8726651485723216,3390,2042,2
dialseg711,random,2,72,0.35181062846498645,1.6513222331047992,0.6518081243326816,0.7099360838021175,0.8720661431473669,3372,2042,2
dialseg711,random,2,73,0.3567491091133938,1.6459353574926543,0.6513003019061384,0.711108141936201,0.8716278771236577,3361,2042,2
dialseg711,random,2,74,0.3613384481502523,1.637120470127326,0.6503249646402123,0.7123415935915935,0.8709657609225623,3343,2042,2
dialseg711,random,2,75,0.36791495688448983,1.6278158667972575,0.6478090940030892,0.7139788471803239,0.8704348557960172,3324,2042,2
dialseg711,random,2,76,0.3729127470082851,1.6180215475024486,0.6472192776666521,0.7156070312715882,0.8698169207019921,3304,2042,2
dialseg711,random,2,77,0.37694567226674214,1.6111655239960823,0.6447062023687666,0.7163420791585348,0.8691336945282597,3290,2042,2
dialseg711,random,2,78,0.3806294787046639,1.6038197845249755,0.6437599009384741,0.7173956757026377,0.868477100119907,3275,2042,2
dialseg711,random,2,79,0.38569852267981264,1.5999020568070519,0.6428483713793762,0.7185325720926987,0.8684393245002046,3267,2042,2
dialseg711,random,2,80,0.38999095531468486,1.593535749265426,0.6414832027146296,0.7197441174234424,0.8680616985318613,3254,2042,2
dialseg711,random,2,81,0.3963186395493956,1.5866797257590597,0.6387676272887042,0.7214385786115743,0.8676617476466785,3240,2042,2
dialseg711,random,2,82,0.40075818253063983,1.578354554358472,0.6382050393843441,0.7230643906804244,0.8674305173205112,3223,2042,2
dialseg711,random,2,83,0.4057327087829882,1.5714985308521057,0.6383050798940462,0.7243009120118825,0.8670059492279203,3209,2042,2
dialseg711,random,2,84,0.411662423319824,1.5666013712047013,0.6366836820701166,0.7253423693824537,0.866662687685141,3199,2042,2
dialseg711,random,2,85,0.4170537724238491,1.5582761998041137,0.6355206950880139,0.7269158574274609,0.8660754945331497,3182,2042,2
dialseg711,random,2,86,0.4238652225047837,1.5504407443682664,0.6340057465266519,0.7278329929173811,0.8652534073766744,3166,2042,2
dialseg711,random,2,87,0.42889607042185307,1.542605288932419,0.6323273572351737,0.7292878798416774,0.8651079047311718,3150,2042,2
dialseg711,random,2,88,0.4336226902240565,1.5362389813907933,0.6322837699242744,0.7300649391630405,0.8646687364087404,3137,2042,2
dialseg711,random,2,89,0.43781581711371875,1.530362389813908,0.6318493642075136,0.7309785863847044,0.8642383399182174,3125,2042,2
dialseg711,random,2,90,0.4426769498064656,1.523016650342801,0.6298528731919316,0.7319151166461293,0.8633363016533099,3110,2042,2
dialseg711,random,2,91,0.4466938989805455,1.5146914789422135,0.6278034051531232,0.7333291210664628,0.8623126111957236,3093,2042,2
dialseg711,random,2,92,0.4514213083471452,1.5073457394711067,0.6270807561404453,0.7345246203632281,0.8617247961353347,3078,2042,2
dialseg711,random,2,93,0.455962091478131,1.5,0.6263396009467029,0.7357372604735474,0.8609519633266367,3063,2042,2
dialseg711,random,2,94,0.46052994292358257,1.4906953966699314,0.6264365660225709,0.7372083329625524,0.8602481145109737,3044,2042,2
dialseg711,random,2,95,0.4662879150396943,1.4818805093046032,0.6246598070728162,0.7387627052975154,0.859704223724467,3026,2042,2
dialseg711,random,2,96,0.4703095493690649,1.4730656219392753,0.6238138707633384,0.7403935404726545,0.859073479709405,3008,2042,2
dialseg711,random,2,97,0.47430056511906915,1.465230166503428,0.6234504988728856,0.7418406136760567,0.8586550828616832,2992,2042,2
dialseg711,random,2,98,0.47942611157932136,1.4569049951028403,0.6223505370878903,0.7434594492083945,0.8585866197833748,2975,2042,2
dialseg711,random,2,99,0.4847223280729363,1.450048971596474,0.621647537206565,0.7446891335340702,0.858251275612889,2961,2042,2
dialseg711,random,2,100,0.49087691408514644,1.4417238001958863,0.6208483458566296,0.7460106290802494,0.857678740073506,2944,2042,2
dialseg711,random,2,101,0.4952552464413667,1.435847208619001,0.6193636851637286,0.7469332062686492,0.8571516594178337,2932,2042,2
dialseg711,random,2,102,0.501485635155139,1.4265426052889325,0.6188942052948941,0.7485054385370842,0.8563243054153744,2913,2042,2
dialseg711,random,2,103,0.5053112897866295,1.417238001958864,0.6173683022797879,0.7500324628489186,0.8555425147337947,2894,2042,2
dialseg711,random,2,104,0.5102035618069317,1.406464250734574,0.6150811465948973,0.7513455865512829,0.8549976565342247,2872,2042,2
dialseg711,random,2,105,0.5172979352050447,1.3956904995102841,0.6147255238019451,0.7531770669165184,0.8543059747982392,2850,2042,2
dialseg711,random,2,106,0.5213935444517251,1.385896180215475,0.6127913047569111,0.7547409273411383,0.8533102556010431,2830,2042,2
dialseg711,random,2,107,0.5259452677386721,1.3775710088148874,0.6099968921513921,0.7557341070790439,0.8520151313628811,2813,2042,2
dialseg711,random,2,108,0.5310300934755896,1.3682664054848188,0.6083868246182031,0.7570770903576811,0.8510990656085593,2794,2042,2
dialseg711,random,2,109,0.5357936469445452,1.3584720861900097,0.6069897227769531,0.7589562902326615,0.8509804086755564,2774,2042,2
dialseg711,random,2,110,0.5415857929219531,1.345739471106758,0.605254243245625,0.7609489539605572,0.8501503386700292,2748,2042,2
dialseg711,random,2,111,0.5472882206793821,1.3359451518119492,0.6049477032243848,0.7629046166757137,0.8491958368505484,2728,2042,2
dialseg711,random,2,112,0.5523551656859387,1.327130264446621,0.6044972864643241,0.7642593205356918,0.8486682990656269,2710,2042,2
dialseg711,random,2,113,0.5573961916614757,1.3143976493633693,0.5996995152631095,0.7662319045230437,0.8469846654621618,2684,2042,2
dialseg711,random,2,114,0.5625698675930055,1.306562193927522,0.5978646898518447,0.7672418279485791,0.8460137189494733,2668,2042,2
dialseg711,random,2,115,0.5677098761968186,1.2962781586679726,0.5956248772840214,0.7692510958333741,0.8453109863796522,2647,2042,2
dialseg711,random,2,116,0.5723942762311031,1.2864838393731635,0.5938776912775833,0.770725529744517,0.8444547987583452,2627,2042,2
dialseg711,random,2,117,0.5772261961984081,1.2781586679725758,0.5938618288366708,0.7723976660158094,0.844017909437841,2610,2042,2
dialseg711,random,2,118,0.5824732861296745,1.267384916748286,0.5927925033346142,0.7744900688466088,0.842722110378329,2588,2042,2
dialseg711,random,2,119,0.588280331859474,1.2585700293829578,0.5907682591081838,0.7758884711943783,0.8413832200011123,2570,2042,2
dialseg711,random,2,120,0.5940932526907294,1.247796278158668,0.5882493470652999,0.7778046467128745,0.8402864048099633,2548,2042,2
dialseg711,random,2,121,0.5986438123969923,1.2384916748285995,0.5849641026584501,0.779251301324086,0.8379975427109745,2529,2042,2
dialseg711,random,2,122,0.6044246624475678,1.227228207639569,0.5821650437935006,0.7810625497334359,0.8369442531344781,2506,2042,2
dialseg711,random,2,123,0.6100254892693021,1.2115572967678747,0.5774036523852986,0.7841003113155012,0.8348615032932896,2474,2042,2
dialseg711,random,2,124,0.6151351084378991,1.1998041136141038,0.5739968804431712,0.786019137917872,0.833144782665076,2450,2042,2
dialseg711,random,2,125,0.6211345778894354,1.1904995102840352,0.5707852545388306,0.7873749580236923,0.8317799860822764,2431,2042,2
dialseg711,random,2,126,0.6259173206916337,1.1787463271302645,0.569600036453768,0.7895016854141326,0.8299384036921709,2407,2042,2
dialseg711,random,2,127,0.6325633999122272,1.1669931439764936,0.5661289335012736,0.7915106488682437,0.8278491625275213,2383,2042,2
dialseg711,random,2,128,0.6379873252162548,1.157688540646425,0.5638569135821948,0.7931642275524131,0.827235783262846,2364,2042,2
dialseg711,random,2,129,0.6419303801238619,1.1454456415279137,0.5608164949077543,0.7952225848850322,0.8259499323215802,2339,2042,2
dialseg711,random,2,130,0.6469386923492271,1.134671890303624,0.5578533158586979,0.7972943371677548,0.8246748917269193,2317,2042,2
dialseg711,random,2,131,0.6521249922116334,1.122918707149853,0.5538832993970092,0.7993588338525047,0.8234959207395798,2293,2042,2
dialseg711,random,2,132,0.6571587844701982,1.1126346718903035,0.5498045370903989,0.8005666118535316,0.8220702430287404,2272,2042,2
dialseg711,random,2,133,0.6633768359411717,1.1008814887365328,0.5478506472362855,0.8031228402008993,0.8214936866166345,2248,2042,2
dialseg711,random,2,134,0.6686240189634093,1.0896180215475024,0.5451140167684694,0.8048932061062863,0.8196602222108373,2225,2042,2
dialseg711,random,2,135,0.6745020581033605,1.074926542605289,0.5400897942336983,0.8075253138016851,0.8166699721108825,2195,2042,2
dialseg711,random,2,136,0.6800566248673717,1.0626836434867777,0.5360525680223659,0.8099253818926814,0.8141682512318762,2170,2042,2
dialseg711,random,2,137,0.6854379200853671,1.050930460333007,0.5329781919744166,0.8120036921197259,0.812694481994394,2146,2042,2
dialseg711,random,2,138,0.691793997652213,1.0386875612144957,0.5294135593703202,0.8139550293822445,0.8107200590635716,2121,2042,2
dialseg711,random,2,139,0.6967006471823979,1.0254652301665035,0.5250206723514714,0.8161411968637706,0.8082764286329509,2094,2042,2
dialseg711,random,2,140,0.7014168016186184,1.014201762977473,0.5212533806493389,0.8183039231826151,0.8064860396449529,2071,2042,2
dialseg711,random,2,141,0.7057552096136438,1.000979431929481,0.5141234588259448,0.8201880066331542,0.8040971446432893,2044,2042,2
dialseg711,random,2,142,0.7115439667800398,0.9897159647404505,0.5115526909287931,0.8221545527452702,0.8024502527010386,2021,2042,2
dialseg711,random,2,143,0.7162560065707433,0.9789422135161606,0.5074238945438537,0.8243638823280173,0.7999936111761833,1999,2042,2
dialseg711,random,2,144,0.7208469547439811,0.9627815866797258,0.5025801359424695,0.827005084890106,0.7964769262346694,1966,2042,2
dialseg711,random,2,145,0.7280830824118166,0.9500489715964741,0.5005284760849026,0.829437105518329,0.7948043983666422,1940,2042,2
dialseg711,random,2,146,0.7322992297016692,0.9343780607247796,0.49404998220258634,0.8322964873070359,0.7932052575480921,1908,2042,2
dialseg711,random,2,147,0.7388769322097347,0.9236043095004897,0.49128904660471856,0.8345281418066228,0.790465755293822,1886,2042,2
dialseg711,random,2,148,0.7449967327256084,0.9084231145935358,0.4851506280612367,0.8371119718693559,0.78835829927638,1855,2042,2
dialseg711,random,2,149,0.7488004885260272,0.8952007835455436,0.4814982716662642,0.8392414898744013,0.7867797930037809,1828,2042,2
dialseg711,random,2,150,0.7545754968671782,0.881488736532811,0.47857817254363355,0.8418317383507257,0.7843639071367697,1800,2042,2
dialseg711,random,2,151,0.7594088442523222,0.8677766895200784,0.4739444651451027,0.8439944646695702,0.7818871184152554,1772,2042,2
dialseg711,random,2,152,0.7649678030826906,0.8535749265426053,0.4673882936844883,0.8464147647164525,0.7790377909052388,1743,2042,2
dialseg711,random,2,153,0.7716189019188743,0.83692458374143,0.46276773052843906,0.8492833340670893,0.7750577019989895,1709,2042,2
dialseg711,random,2,154,0.7761041586077901,0.8222331047992164,0.45855455909014975,0.8520093586285569,0.7719984019460187,1679,2042,2
dialseg711,random,2,155,0.7815228110963224,0.8085210577864839,0.45157469017705987,0.8543635211093018,0.7685945904374248,1651,2042,2
dialseg711,random,2,156,0.7862675489385412,0.7938295788442703,0.4453025047909504,0.8569064686680721,0.7663144782487333,1621,2042,2
dialseg711,random,2,157,0.7904993811653542,0.7810969637610186,0.4403195833523328,0.8587657156486271,0.7629822333441107,1595,2042,2
dialseg711,random,2,158,0.7956858430295257,0.7644466209598433,0.4355585918824806,0.8612338747359845,0.760271618894748,1561,2042,2
dialseg711,random,2,159,0.8010165617555225,0.7458374142997062,0.42967259991074175,0.8649285411416213,0.7566025230403498,1523,2042,2
dialseg711,random,2,160,0.8053058012109293,0.7321253672869735,0.42618052328637424,0.8677929675028829,0.7549512353922267,1495,2042,2
dialseg711,random,2,161,0.8120233143345491,0.7144955925563173,0.4196890940845951,0.870441400293721,0.7501213941298548,1459,2042,2
dialseg711,random,2,162,0.8162223242782837,0.7007835455435847,0.41271367381803564,0.8721855344218215,0.7455430685511776,1431,2042,2
dialseg711,random,2,163,0.8210998685366463,0.6831537708129285,0.4089972317794293,0.8757263423402664,0.7415655215760917,1395,2042,2
dialseg711,random,2,164,0.825946678934139,0.6694417238001958,0.4042509544593123,0.8784293316466313,0.7393708124721001,1367,2042,2
dialseg711,random,2,165,0.8302672016889366,0.6513222331047992,0.3957563236018123,0.8820283873026489,0.7349776941714017,1330,2042,2
dialseg711,random,2,166,0.8356495762553952,0.6351616062683644,0.3883957985197682,0.8848113277174459,0.7304110881743603,1297,2042,2
dialseg711,random,2,167,0.8413989497810632,0.6175318315377081,0.3800045188949318,0.8880578019027386,0.7261114965329967,1261,2042,2
dialseg711,random,2,168,0.8457463196824702,0.6008814887365328,0.3723598107538226,0.890822057884294,0.72042803271507,1227,2042,2
dialseg711,random,2,169,0.8510111806573288,0.5842311459353575,0.36328538867369187,0.8942342818925096,0.7150695887419989,1193,2042,2
dialseg711,random,2,170,0.8553244535619037,0.569539666993144,0.3578867641512153,0.8968552398141008,0.711216619302759,1163,2042,2
