dataset,model,g,step,tau,bor,wf1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
dialseg711,random,2,59,0.292026573684623,1.732615083251714,0.6477502627251955,0.6928543639514104,0.8784118147180735,3538,2042,0
dialseg711,random,2,60,0.29612087479641336,1.727228207639569,0.6469684613104827,0.6936171784536763,0.8777920192143117,3527,2042,0
dialseg711,random,2,61,0.3007995711028932,1.7193927522037218,0.6455465133385224,0.6949033727251027,0.8768181186367342,3511,2042,0
dialseg711,random,2,62,0.30510307194116926,1.713026444662096,0.6453358004695817,0.6961036160666962,0.8764606781140336,3498,2042,0
dialseg711,random,2,63,0.31053652020646083,1.7071498530852105,0.6444487909327832,0.6968048975169229,0.8758767885181891,3486,2042,0
dialseg711,random,2,64,0.31556936941724534,1.7002938295788443,0.6427790995562297,0.6978538895469275,0.8753261072361433,3472,2042,0
dialseg711,random,2,65,0.31980853633016126,1.6963761018609207,0.6426187503540652,0.6986684699501156,0.8752159337715396,3464,2042,0
dialseg711,random,2,66,0.32525161460421226,1.6904995102840352,0.6426723944384862,0.6996566519509557,0.8752445654773864,3452,2042,0
dialseg711,random,2,67,0.33060621634939413,1.683643486777669,0.6416391952436749,0.7009210794284635,0.8745056944484308,3438,2042,0
dialseg711,random,2,68,0.3361167043659743,1.6767874632713027,0.640470603564182,0.7021947159341674,0.8739678313894708,3424,2042,0
dialseg711,random,2,69,0.3420808060090352,1.669441723800196,0.6404765972029228,0.7035004445078284,0.873503045224966,3409,2042,0
dialseg711,random,2,70,0.3472454111724054,1.6640548481880508,0.6400533848288542,0.7046338779988569,0.8733502108738195,3398,2042,0
dialseg711,random,2,71,0.3523802059942545,1.658667972575906,0.6395736095371177,0.7056569173130355,0.8732556090387114,3387,2042,0
dialseg711,random,2,72,0.358078875923977,1.6503428011753183,0.6394203960056393,0.7073290535843277,0.872811417609991,3370,2042,0
dialseg711,random,2,73,0.3636930401358883,1.6439764936336925,0.6375785980293802,0.7080811242203647,0.8720642026433668,3357,2042,0
dialseg711,random,2,74,0.36771232032000345,1.638099902056807,0.6365319962214502,0.708841845761677,0.8713185783270673,3345,2042,0
dialseg711,random,2,75,0.37303891555111274,1.6307541625857003,0.6351619257814843,0.7097208893622395,0.8707079360392098,3330,2042,0
dialseg711,random,2,76,0.37741928693117205,1.6248775710088148,0.6345629536857322,0.7106348156453643,0.8701070422983723,3318,2042,0
dialseg711,random,2,77,0.3827921974800353,1.6160626836434868,0.6344905148913956,0.7126460115911594,0.8698714214052269,3300,2042,0
dialseg711,random,2,78,0.388337809129132,1.6067580803134183,0.6328869298260604,0.7136798201407906,0.8687680402965715,3281,2042,0
dialseg711,random,2,79,0.39301718198310664,1.6008814887365328,0.6315447958836935,0.7146199782012018,0.8684802907226054,3269,2042,0
dialseg711,random,2,80,0.3981509849409995,1.5950048971596473,0.6311225591523296,0.7158280352636893,0.8682330422686059,3257,2042,0
dialseg711,random,2,81,0.4017803876611159,1.5881488736532812,0.6307512649831808,0.7169380022228123,0.8680410665878819,3243,2042,0
dialseg711,random,2,82,0.407201699588438,1.5803134182174339,0.6301268298960999,0.718058040763737,0.8672912749537723,3227,2042,0
dialseg711,random,2,83,0.41235040174515775,1.5719882468168462,0.6286127946267903,0.7194926957321471,0.8665312155491983,3210,2042,0
dialseg711,random,2,84,0.41663439718198925,1.5661116552399608,0.62643002589623,0.7201596526227327,0.8654305732294479,3198,2042,0
dialseg711,random,2,85,0.4209163456316883,1.5602350636630755,0.6263515148250474,0.7212726892579214,0.8653513277478518,3186,2042,0
dialseg711,random,2,86,0.42583651264054617,1.5514201762977473,0.6241902827599661,0.7226141630677496,0.8650524529236605,3168,2042,0
dialseg711,random,2,87,0.43060220264899884,1.5430950048971597,0.6214802728547529,0.7238515215835891,0.8640397388835203,3151,2042,0
dialseg711,random,2,88,0.43495803461717125,1.5337904015670911,0.620587290149645,0.7255911907283216,0.8636451180722329,3132,2042,0
dialseg711,random,2,89,0.44043901450120326,1.5288932419196866,0.6194920283471421,0.7259369478778761,0.8629949048692771,3122,2042,0
dialseg711,random,2,90,0.4473315457349534,1.5210577864838393,0.6188245079927465,0.7272983618975181,0.8625260816156435,3106,2042,0
dialseg711,random,2,91,0.4519146084444956,1.516160626836435,0.6184345165778175,0.728112942300706,0.8623383620450126,3096,2042,0
dialseg711,random,2,92,0.4572811925594232,1.5102840352595495,0.6192258731112397,0.7295445275930508,0.8620229388762138,3084,2042,0
dialseg711,random,2,93,0.461130793655327,1.503428011753183,0.6175890199150394,0.7308898828941024,0.8614957359650448,3070,2042,0
dialseg711,random,2,94,0.4666383118663661,1.495592556317336,0.6155588081259742,0.7325073231191375,0.8610575815659199,3054,2042,0
dialseg711,random,2,95,0.4719037620189255,1.4877571008814887,0.6133879117560413,0.7333470190537701,0.8600731696733304,3038,2042,0
dialseg711,random,2,96,0.47642544262208064,1.480411361410382,0.6123082773953266,0.7347421868255202,0.8595599756474782,3023,2042,0
dialseg711,random,2,97,0.48073907738641863,1.4725759059745347,0.610971249875754,0.7363596270505552,0.8589015022252916,3007,2042,0
dialseg711,random,2,98,0.48574637199675047,1.460822722820764,0.6084654652057913,0.73885443650739,0.857979734315127,2983,2042,0
dialseg711,random,2,99,0.49035025020314904,1.4539666993143976,0.6073414160105215,0.7401935129255806,0.8577936561332684,2969,2042,0
dialseg711,random,2,100,0.4949102834567928,1.4466209598432909,0.6060564140926081,0.7413664082440454,0.8569154497170871,2954,2042,0
dialseg711,random,2,101,0.5004851711140662,1.4422135161606269,0.6047008700243629,0.7422864738793009,0.8566075053954297,2945,2042,0
dialseg711,random,2,102,0.5043476687172042,1.4319294809010774,0.6049886192469456,0.7444029140495385,0.8561555135344567,2924,2042,0
dialseg711,random,2,103,0.5100907292343299,1.4240940254652301,0.6050000393005596,0.7458142673859972,0.8555610196031133,2908,2042,0
dialseg711,random,2,104,0.5170752642796667,1.4128305582761997,0.6023537785629611,0.7477397914634202,0.8546304426528457,2885,2042,0
dialseg711,random,2,105,0.5205917192021808,1.4040156709108718,0.6014303781899184,0.7493434181461608,0.8537288608527557,2867,2042,0
dialseg711,random,2,106,0.5256481585458607,1.3917727717923605,0.5981727826239271,0.7506431468984212,0.8528548403584821,2842,2042,0
dialseg711,random,2,107,0.5307375397940317,1.3809990205680704,0.5968258295572055,0.7527419681428121,0.8522051480702525,2820,2042,0
dialseg711,random,2,108,0.5353077923771236,1.3692458374142997,0.5946164757662974,0.7547759075976376,0.8510646238812051,2796,2042,0
dialseg711,random,2,109,0.5395210949221221,1.361900097943193,0.5935381979914383,0.7559023391829299,0.8502768333782248,2781,2042,0
dialseg711,random,2,110,0.5459736900102979,1.3535749265426054,0.5928703307934148,0.7573344825981957,0.8500399101982636,2764,2042,0
dialseg711,random,2,111,0.5524363016855446,1.3428011753183153,0.5905874214296051,0.758785627561999,0.8490028061864761,2742,2042,0
dialseg711,random,2,112,0.5580686779063219,1.3300685602350637,0.5870919960677116,0.7610705828005406,0.8475979549820467,2716,2042,0
dialseg711,random,2,113,0.5631655678040763,1.3197845249755142,0.5855469789285154,0.7633676898972258,0.8465578041264951,2695,2042,0
dialseg711,random,2,114,0.5679717226416762,1.3099902056807051,0.5841587125613461,0.7653657699543776,0.8456190493465708,2675,2042,0
dialseg711,random,2,115,0.5718257247077418,1.2992164544564153,0.5810483122157692,0.7666742891426436,0.8444453684278127,2653,2042,0
dialseg711,random,2,116,0.5767566625567482,1.286973555337904,0.5782675088242618,0.7686866013342807,0.8433989437632445,2628,2042,0
dialseg711,random,2,117,0.5819050943474846,1.2781586679725758,0.5777081047182026,0.7705893945872848,0.8423623248890729,2610,2042,0
dialseg711,random,2,118,0.5875438007920345,1.266405484818805,0.5747517880834232,0.7726014277174614,0.8404475446778792,2586,2042,0
dialseg711,random,2,119,0.59177864376695,1.2561214495592556,0.5715756090323372,0.7742880751846998,0.8391618992273252,2565,2042,0
dialseg711,random,2,120,0.5976513041656771,1.2463271302644465,0.5712783207603653,0.7754321842402011,0.8383883966711221,2545,2042,0
dialseg711,random,2,121,0.6033265776183738,1.233594515181195,0.5694820625383257,0.7776797452430364,0.8372872241345971,2519,2042,0
dialseg711,random,2,122,0.6087071006483622,1.222820763956905,0.5670489510334842,0.7797770316493946,0.8364721689645088,2497,2042,0
dialseg711,random,2,123,0.6128537593348866,1.2125367286973556,0.5646153104664423,0.7811014573409089,0.8349469306460215,2476,2042,0
dialseg711,random,2,124,0.6170143575535818,1.2037218413320274,0.5630387117069198,0.7829639135282594,0.8336913062891312,2458,2042,0
dialseg711,random,2,125,0.621428197041397,1.1929480901077376,0.5615731346394565,0.7851597720532321,0.8331145681779553,2436,2042,0
dialseg711,random,2,126,0.6266187080975543,1.1816846229187072,0.5583726548566982,0.7872224675231004,0.8319304000449476,2413,2042,0
dialseg711,random,2,127,0.6315796059704477,1.1723800195886387,0.5565850856330407,0.7885008480736329,0.8307952953725712,2394,2042,0
dialseg711,random,2,128,0.636206654329805,1.1591576885406465,0.5540800053321118,0.7905784606470262,0.8285946725073916,2367,2042,0
dialseg711,random,2,129,0.6404746286795289,1.1483839373163565,0.5516588784684564,0.792222272180078,0.8272845905749469,2345,2042,0
dialseg711,random,2,130,0.6461933021575825,1.134671890303624,0.5476221059185358,0.7946431303498814,0.8261916328346612,2317,2042,0
dialseg711,random,2,131,0.6524667052236273,1.1234084231145935,0.5444249965510302,0.796261407759298,0.824748603290366,2294,2042,0
dialseg711,random,2,132,0.6595361934555839,1.109696376101861,0.5393554458896518,0.7985254333883025,0.8224912709082094,2266,2042,0
dialseg711,random,2,133,0.664154008448113,1.0999020568070519,0.535781461702743,0.8005187694006259,0.8215585570236672,2246,2042,0
dialseg711,random,2,134,0.6681410353003082,1.0886385896180215,0.5337938874888097,0.8021793246213078,0.8194972218645823,2223,2042,0
dialseg711,random,2,135,0.6734239570952891,1.0759059745347699,0.5306414003080278,0.8043038195200642,0.8183161779514708,2197,2042,0
dialseg711,random,2,136,0.6797447407512129,1.0617042115572968,0.5295425547688745,0.8066334245922853,0.8170866128611464,2168,2042,0
dialseg711,random,2,137,0.6842554293228545,1.050930460333007,0.5239736042632152,0.8082790500248306,0.8155162037942533,2146,2042,0
dialseg711,random,2,138,0.6894574507944685,1.0372184133202742,0.5200312209338872,0.8105274482120475,0.8137186158662154,2118,2042,0
dialseg711,random,2,139,0.6939916306702583,1.0254652301665035,0.5151594644488271,0.8128804944469502,0.811992240194692,2094,2042,0
dialseg711,random,2,140,0.6979482312388946,1.0127326150832516,0.5142010472234767,0.814851645073164,0.8108185227461102,2068,2042,0
dialseg711,random,2,141,0.7037602248653517,0.9985308521057786,0.509352966900223,0.817110229003689,0.8084665920415073,2039,2042,0
dialseg711,random,2,142,0.7090459503842278,0.9862879529872673,0.5054139323084209,0.8187511103914057,0.8065429934881617,2014,2042,0
dialseg711,random,2,143,0.7148749937972017,0.9735553379040157,0.5018411815527464,0.8208195139366027,0.8052018883777178,1988,2042,0
dialseg711,random,2,144,0.7193249469130844,0.9603330068560235,0.499922151996586,0.8231555374224151,0.8033978253131063,1961,2042,0
dialseg711,random,2,145,0.7243318364529131,0.94564152791381,0.4969223778030979,0.8255316062278087,0.8013316542595933,1931,2042,0
dialseg711,random,2,146,0.7299614539309562,0.9324191968658179,0.49210153664308404,0.8281775274655023,0.7984185037673289,1904,2042,0
dialseg711,random,2,147,0.7343068556841456,0.9201762977473066,0.48873113081549285,0.8303147196607114,0.7957942409925183,1879,2042,0
dialseg711,random,2,148,0.7386247066573675,0.9074436826640548,0.4832528148853213,0.8324315403693041,0.7936961317776722,1853,2042,0
dialseg711,random,2,149,0.7444405230945085,0.8932419196865817,0.4801518865946502,0.8346873336852241,0.7913186103797821,1824,2042,0
dialseg711,random,2,150,0.7487494822517667,0.8770812928501469,0.47431838582444064,0.8371245169504664,0.789194419066069,1791,2042,0
dialseg711,random,2,151,0.7548387897514592,0.8623898139079333,0.4675048212049688,0.8396153180699595,0.786296190751174,1761,2042,0
dialseg711,random,2,152,0.7593668812738088,0.8442703232125367,0.4602612930133145,0.8425931829149129,0.7818305777251269,1724,2042,0
dialseg711,random,2,153,0.7652457489047878,0.8300685602350637,0.4569215174994328,0.8448058934345855,0.7796022596037004,1695,2042,0
dialseg711,random,2,154,0.7708138528147299,0.8168462291870715,0.4501760438763222,0.8471137317128878,0.7770336589461405,1668,2042,0
dialseg711,random,2,155,0.7742494040735709,0.8021547502448579,0.447137622694441,0.8497828150518025,0.7744699617998341,1638,2042,0
dialseg711,random,2,156,0.7784854011311645,0.7904015670910872,0.44122217634712574,0.851420766294184,0.7716463705866508,1614,2042,0
dialseg711,random,2,157,0.7836420879310433,0.7757100881488737,0.4357972215550824,0.8539977593511348,0.7681285843930559,1584,2042,0
dialseg711,random,2,158,0.7896225534171741,0.7585700293829579,0.42984517409410616,0.8567709326148145,0.764069293600808,1549,2042,0
dialseg711,random,2,159,0.7934688198548289,0.7438785504407444,0.425748551854024,0.8598620964127293,0.7599506505732895,1519,2042,0
dialseg711,random,2,160,0.7989536529769145,0.7306562193927522,0.4195696714880005,0.8621953292839369,0.7566090352292127,1492,2042,0
dialseg711,random,2,161,0.8028883096677057,0.7159647404505387,0.41704487262415957,0.8651784962966397,0.7534777267754358,1462,2042,0
dialseg711,random,2,162,0.8073201891040805,0.703232125367287,0.4121374342867204,0.8674628934122605,0.7509113185391962,1436,2042,0
dialseg711,random,2,163,0.8126766636053795,0.6870714985308521,0.40414577067331436,0.8700573278104924,0.7463524177847963,1403,2042,0
dialseg711,random,2,164,0.8173447971102427,0.6723800195886386,0.3995892551463348,0.8726191120178461,0.7431641424850581,1373,2042,0
dialseg711,random,2,165,0.822517508034256,0.6552399608227228,0.3902853460533961,0.8750558766908978,0.7375605088517504,1338,2042,0
dialseg711,random,2,166,0.8284686091692539,0.6385896180215475,0.38270157180295516,0.8772772059164465,0.7336047161160703,1304,2042,0
dialseg711,random,2,167,0.8345059452899055,0.623898139079334,0.37470948657347264,0.8800443793587254,0.7306442047958543,1274,2042,0
dialseg711,random,2,168,0.8408278497116726,0.6047992164544564,0.36810399734202165,0.8837550595989413,0.7246093695082059,1235,2042,0
dialseg711,random,2,169,0.8446741493135835,0.5871694417238001,0.36041529598243427,0.886847758234889,0.721044923086661,1199,2042,0
dialseg711,random,2,170,0.8497836042678001,0.5700293829578844,0.3540225560453905,0.8902617961425978,0.7154714780920405,1164,2042,0
dialseg711,random,2,171,0.8562884671715753,0.5519098922624878,0.34469743828145416,0.8937707149468752,0.7087058775064266,1127,2042,0
dialseg711,random,2,172,0.8610570095389165,0.5333006856023507,0.33305052916619066,0.8969622393936739,0.7021170173381008,1089,2042,0
dialseg711,random,2,173,0.8661225308691497,0.5166503428011753,0.32222918234335457,0.9004930645226004,0.6966943710344461,1055,2042,0
dialseg711,random,2,174,0.8725349762235491,0.5,0.3132596873723704,0.9034572553559894,0.6918853509367894,1021,2042,0
dialseg711,random,2,175,0.8779214281025033,0.4813907933398629,0.30578307272276,0.9066910195602179,0.6850803656683724,983,2042,0
dialseg711,random,2,176,0.8822927865466395,0.46278158667972574,0.29569509941810757,0.9099648925070866,0.6778526686414076,945,2042,0
dialseg711,random,2,177,0.8871326907889041,0.44613124387855047,0.2859531623244703,0.9130019183816652,0.6720864705543275,911,2042,0
dialseg711,random,2,178,0.8926709449093955,0.4289911851126347,0.2777152680106267,0.9162577284412727,0.6659919857130485,876,2042,0
dialseg711,random,2,179,0.8984982270298587,0.410871694417238,0.26782309735896237,0.9199144102888829,0.6593242098979615,839,2042,0
dialseg711,random,2,180,0.904385612318063,0.3922624877571009,0.2566517089723841,0.9233803536282439,0.6513982752033909,801,2042,0
dialseg711,random,2,181,0.909055267342825,0.37169441723800195,0.24561873507021187,0.9280348197278577,0.6450585923957054,759,2042,0
dialseg711,random,2,182,0.9147365575160747,0.35308521057786485,0.23461478355993126,0.9315547614598247,0.6378748498216674,721,2042,0
dialseg711,random,2,183,0.9194475742476838,0.331537708129285,0.21856093586051395,0.9349554044174296,0.6293071445236614,677,2042,0
dialseg711,random,2,184,0.9237187077279049,0.31243878550440746,0.20916437836269058,0.9389114050506455,0.6201409662682212,638,2042,0
dialseg711,random,2,185,0.9279747576189125,0.292360430950049,0.19509968075368922,0.9419937023048838,0.6110595813119294,597,2042,0
dialseg711,random,2,186,0.9336323140260663,0.2713026444662096,0.18407563681825287,0.9465391949041738,0.6002293195106809,554,2042,0
dialseg711,random,2,187,0.9392620520462621,0.2507345739471107,0.1727903913557922,0.9502723395919599,0.5905681365098399,512,2042,0
dialseg711,random,2,188,0.9437976227822473,0.23065621939275222,0.1574643359453486,0.9542894293158007,0.5799675070086985,471,2042,0
dialseg711,random,2,189,0.9492684242211819,0.21057786483839372,0.14232134485299042,0.9580682005523777,0.5691400476368592,430,2042,0
dialseg711,random,2,190,0.9546697845829986,0.18952007835455437,0.1293483356774496,0.962799408553628,0.5587801315721407,387,2042,0
dialseg711,random,2,191,0.9591994609485225,0.17042115572967678,0.1156586966713549,0.966473531742519,0.5476314910567218,348,2042,0
dialseg711,random,2,192,0.9639945329941407,0.1503428011753183,0.09929676511954992,0.9708465643592226,0.5355087742497368,307,2042,0
dialseg711,random,2,193,0.9674704552134819,0.1287952987267385,0.08476324425691514,0.9749016444955262,0.5228865668043613,263,2042,0
dialseg711,random,2,194,0.972916983061554,0.10822722820763957,0.07191748710736051,0.9790872229427082,0.5095729302462537,221,2042,0
dialseg711,random,2,195,0.9784429102523676,0.08667972575905974,0.05958743553680262,0.9834596974364908,0.49701843865454287,177,2042,0
dialseg711,random,2,196,0.9829932845664251,0.06562193927522038,0.04861697140178152,0.9872853509984312,0.483486449209355,134,2042,0
dialseg711,random,2,197,0.9890882808424913,0.04407443682664055,0.0313173933427098,0.9911079348843063,0.4688634240583173,90,2042,0
dialseg711,random,2,198,0.9948217681939491,0.022526934378060724,0.01819034224097515,0.9959653294041478,0.45431676498687523,46,2042,0
dialseg711,random,2,199,0.9999779517807228,0.0004897159647404506,0.0009376465072667604,0.9999062353492734,0.4380201152962975,1,2042,0
dialseg711,random,2,0,9.695068767479054e-05,2.0048971596474043,0.6792084709974658,0.6512019167346171,0.8964239626862693,4094,2042,1
dialseg711,random,2,1,0.005275515145347872,2.0004897159647403,0.6785900539314461,0.6519344530684192,0.8963398467969494,4085,2042,1
dialseg711,random,2,2,0.009627700352793749,1.9985308521057787,0.6786177024823014,0.6522802102179739,0.8961696193060468,4081,2042,1
dialseg711,random,2,3,0.014682212309178013,1.9931439764936336,0.6781779744779375,0.6532373910274754,0.8961011562277383,4070,2042,1
dialseg711,random,2,4,0.02003514045880772,1.9892262487757102,0.6773950490114679,0.6537813071832059,0.8959173477457585,4062,2042,1
dialseg711,random,2,5,0.025204003225859906,1.9867776689520078,0.6776095234130854,0.6541865044238462,0.8956686109639698,4057,2042,1
dialseg711,random,2,6,0.029640646412066353,1.9833496571988247,0.6768414213791606,0.6546904894215021,0.8952396376868951,4050,2042,1
dialseg711,random,2,7,0.03450300081253763,1.9809010773751223,0.6764002692724522,0.6551710332564763,0.8950635499053221,4045,2042,1
dialseg711,random,2,8,0.03904995092863026,1.9784524975514202,0.6763412565552116,0.6556856225896309,0.8951156202369284,4040,2042,1
dialseg711,random,2,9,0.04381955653169094,1.9755142017629774,0.6758246545537229,0.655900499914213,0.8948086526303827,4034,2042,1
dialseg711,random,2,10,0.049415347818114894,1.9701273261508325,0.6753287820646694,0.6566193622364508,0.8943407037693254,4023,2042,1
dialseg711,random,2,11,0.0548262019424285,1.9676787463271304,0.6744384343792382,0.6567951709565634,0.8941364772904857,4018,2042,1
dialseg711,random,2,12,0.05925876032727127,1.965230166503428,0.6740022558014342,0.657099906071425,0.8938839520379606,4013,2042,1
dialseg711,random,2,13,0.06518429737945343,1.9627815866797258,0.6736719164637666,0.6575637062187695,0.8937656299787102,4008,2042,1
dialseg711,random,2,14,0.06997849019725295,1.959843290891283,0.6728230839171115,0.6580032280190508,0.893296155581669,4002,2042,1
