dataset,model,g,step,tau,bor,wf1,coverage,purity,n_pred_boundaries,n_gold_boundaries,seed
superseg,texttiling,2,48,0.10718879028780376,0.7208347588094424,0.4932932376177904,0.8557181579136948,0.78297432941911,2107,2923,
superseg,texttiling,2,49,0.11059432817463906,0.7136503592199794,0.49051245813504424,0.8569179393895732,0.7815055951780612,2086,2923,
superseg,texttiling,2,50,0.11328810737959717,0.7054396168320219,0.4889887926930732,0.8583709146795381,0.7795830031457868,2062,2923,
superseg,texttiling,2,51,0.11519514533443068,0.6975709887102293,0.4842268879311684,0.8591378502989697,0.7778616754316451,2039,2923,
superseg,texttiling,2,52,0.11695192552092087,0.6893602463222717,0.4800953412126322,0.860080986000048,0.7757376689959898,2015,2923,
superseg,texttiling,2,53,0.11982005183121663,0.681491618200479,0.4780457770601937,0.8616481761640612,0.7747035816343683,1992,2923,
superseg,texttiling,2,54,0.1220538956885362,0.6743072186110161,0.47314159148278573,0.862858463607329,0.7728455262589151,1971,2923,
superseg,texttiling,2,55,0.12465498708750135,0.6650701334245638,0.46920275422322233,0.8642179357875273,0.7708174242970006,1944,2923,
superseg,texttiling,2,56,0.12778255246092926,0.6572015053027711,0.4636303891198436,0.8655669020003364,0.7687882717383473,1921,2923,
superseg,texttiling,2,57,0.13064971566200256,0.6493328771809784,0.4600715677092823,0.8668447278053936,0.7672315875417237,1898,2923,
superseg,texttiling,2,58,0.13325244188308716,0.6414642490591858,0.4562389908056011,0.8680024854117138,0.7655695435007084,1875,2923,
superseg,texttiling,2,59,0.13535302877426147,0.633937735203558,0.4532060681055074,0.8694646159018322,0.7640170616910406,1853,2923,
superseg,texttiling,2,60,0.13794589042663574,0.6257269928156004,0.44760008390648237,0.8707136253391927,0.7607223903177004,1829,2923,
superseg,texttiling,2,61,0.14133087392128896,0.616832021895313,0.44195267617889317,0.8719375705400667,0.7580289604495353,1803,2923,
superseg,texttiling,2,62,0.1449601817969701,0.6079370509750257,0.4404362148288463,0.8738118351223495,0.7565203035324065,1777,2923,
superseg,texttiling,2,63,0.1469385254023662,0.6004105371193978,0.4376122107945548,0.8748393187330402,0.7544662368225151,1755,2923,
superseg,texttiling,2,64,0.14937617438821932,0.5921997947314404,0.43783313628023074,0.8769940926446221,0.7532825144682179,1731,2923,
superseg,texttiling,2,65,0.1519671764655329,0.5839890523434828,0.43581599054145104,0.8792003457964123,0.7511678133179647,1707,2923,
superseg,texttiling,2,66,0.15490200875991553,0.5761204242216901,0.43294551305141327,0.8808352244074634,0.7492815419158081,1684,2923,
superseg,texttiling,2,67,0.15717863961679854,0.5658569962367431,0.4284537617366663,0.8822976550680787,0.7464086100905314,1654,2923,
superseg,texttiling,2,68,0.16040925404534273,0.5569620253164557,0.4234613260331868,0.8835457639939487,0.7438385502965685,1628,2923,
superseg,texttiling,2,69,0.16404009763918917,0.5494355114608279,0.4212892923180366,0.885517583987705,0.7420888564704751,1606,2923,
superseg,texttiling,2,70,0.16683217343972553,0.538829969209716,0.41654179573998035,0.8880825408832216,0.7401011274403861,1575,2923,
superseg,texttiling,2,71,0.16906926208105522,0.528908655490934,0.4121479000072041,0.8896353228633864,0.7382829947410129,1546,2923,
superseg,texttiling,2,72,0.1718178689479828,0.522066370167636,0.40748325048627615,0.8904610919001992,0.7363165778161995,1526,2923,
superseg,texttiling,2,73,0.1747167565714774,0.5128292849811837,0.4039532454434118,0.8924803388324568,0.7340253764138029,1499,2923,
superseg,texttiling,2,74,0.17769773424270763,0.5039343140608964,0.39968121893235353,0.8939931981365415,0.7314637213937517,1473,2923,
superseg,texttiling,2,75,0.1813165741649704,0.4943551146082792,0.39491571212448673,0.8964599992795907,0.7285823847945633,1445,2923,
superseg,texttiling,2,76,0.1854274111177455,0.4830653438248375,0.38626359772350694,0.8983945981317388,0.7250766935619432,1412,2923,
superseg,texttiling,2,77,0.1882669332638458,0.47519671570304484,0.3791531589943088,0.8998601805825709,0.7231622061330836,1389,2923,
superseg,texttiling,2,78,0.1906666340091121,0.46698597331508723,0.37308731359412145,0.9015642484931441,0.7210532082222703,1365,2923,
superseg,texttiling,2,79,0.19422866022167495,0.4567225453301403,0.3732602118003026,0.9043084071752755,0.7184879511562567,1335,2923,
superseg,texttiling,2,80,0.19721302869331891,0.447485460143688,0.36855473909180414,0.9055397065533223,0.7165116286050477,1308,2923,
superseg,texttiling,2,81,0.20161616802215576,0.44030106055422513,0.36423228393727636,0.9064222078140386,0.7146907943712029,1287,2923,
superseg,texttiling,2,82,0.20626330375671387,0.43174820390010266,0.35925065437168313,0.9077701234301084,0.7121525526499052,1262,2923,
superseg,texttiling,2,83,0.21061962528444436,0.42387957577831,0.3558467209374925,0.9096296796580458,0.709651231899719,1239,2923,
superseg,texttiling,2,84,0.21504851606623013,0.4149846048580226,0.3505264990514612,0.9112717623610211,0.7065549732247917,1213,2923,
superseg,texttiling,2,85,0.2182362675666809,0.40608963393773523,0.3435421319309368,0.9128665682107436,0.7036625303172201,1187,2923,
superseg,texttiling,2,86,0.22198335953693285,0.39479986315429355,0.3392454914391374,0.9148973717071296,0.7000381216530989,1154,2923,
superseg,texttiling,2,87,0.22636997295384434,0.38590489223400615,0.335611027063372,0.9166263537689407,0.6976706769445044,1128,2923,
superseg,texttiling,2,88,0.22880806770156992,0.3776941498460486,0.33107244915111783,0.9176748493144106,0.6947019907307351,1104,2923,
superseg,texttiling,2,89,0.23245564732120266,0.3684570646595963,0.32317136133323726,0.9187149400859689,0.6913037605359845,1077,2923,
superseg,texttiling,2,90,0.23814026389888782,0.3575094081423195,0.32316775928727515,0.9215005222966646,0.688835458540451,1045,2923,
superseg,texttiling,2,91,0.24324950882837398,0.34827232295586724,0.3182509665489998,0.9236038169680377,0.6857542083903657,1018,2923,
superseg,texttiling,2,92,0.24770156926845185,0.33835100923708517,0.3133773983622698,0.9256755937372427,0.6822656268760656,989,2923,
superseg,texttiling,2,93,0.25195790385481115,0.3274033527198084,0.30663797036716856,0.9275099356434454,0.6786602790384938,957,2923,
superseg,texttiling,2,94,0.2572135901331303,0.31611358193636674,0.29940146002929663,0.9297876293734841,0.6738731599548543,924,2923,
superseg,texttiling,2,95,0.2628975253009317,0.30687649674991446,0.2933104003073746,0.9314013459645077,0.671037449271186,897,2923,
superseg,texttiling,2,96,0.2683957517147064,0.2962709544988026,0.2904905986600389,0.9344258638906898,0.6683791393511515,866,2923,
superseg,texttiling,2,97,0.2737356722354889,0.2870338693123503,0.2867840933650313,0.9363532586509138,0.6655303712508704,839,2923,
superseg,texttiling,2,98,0.2790389375470993,0.27677044132740336,0.28167999423672646,0.9388957027591671,0.6621093280983599,809,2923,
superseg,texttiling,2,99,0.2844486124251955,0.26787547040711596,0.275779842950796,0.9408282004178373,0.6592242393679609,783,2923,
superseg,texttiling,2,100,0.28812672939132805,0.2579541566883339,0.26913586917369064,0.9429777213457244,0.6560682467641621,754,2923,
superseg,texttiling,2,101,0.293825204947486,0.24700650017105713,0.26457207693970175,0.9455863530485317,0.6534066349686621,722,2923,
superseg,texttiling,2,102,0.3006676640642348,0.23776941498460485,0.25739680138318566,0.9474414067190164,0.6499012439065389,695,2923,
superseg,texttiling,2,103,0.306827331158384,0.22853232979815258,0.2514966500972552,0.9492631414643518,0.6463649352832409,668,2923,
superseg,texttiling,2,104,0.31300501817434895,0.2186110160793705,0.24267163749009438,0.951476898878563,0.643674807290541,639,2923,
superseg,texttiling,2,105,0.31943368911743164,0.21074238795757783,0.23583855629997838,0.9524476502653508,0.640077864226881,616,2923,
superseg,texttiling,2,106,0.32681965827941895,0.20218953130345535,0.23273719472660473,0.9545152246475999,0.6377041159378527,591,2923,
superseg,texttiling,2,107,0.33327128494804226,0.19124187478617857,0.22368525322383112,0.9563956427250679,0.6343178925629757,559,2923,
superseg,texttiling,2,108,0.3458096729451088,0.18097844680123162,0.21617138534687702,0.9586208066181592,0.6309166606632567,529,2923,
superseg,texttiling,2,109,0.35614889620536533,0.17003079028395485,0.21503313882285138,0.9619414427394761,0.6279665850202915,497,2923,
superseg,texttiling,2,110,0.36488092035504416,0.16010947656517277,0.2052247676680354,0.9634206829479145,0.6240865811781091,468,2923,
superseg,texttiling,2,111,0.37462886778553567,0.1484775915155662,0.19884554426914489,0.9657566097543404,0.6204701270321542,434,2923,
superseg,texttiling,2,112,0.3850652873516083,0.13752993499828942,0.19292017866147973,0.9687724227361141,0.6169464255697237,402,2923,
superseg,texttiling,2,113,0.39974591270763077,0.12624016421484777,0.1881762841293855,0.9711473717071298,0.6124381648776505,369,2923,
superseg,texttiling,2,114,0.41350371873558467,0.11597673622990079,0.17879655644406023,0.9730612587949955,0.6086767283817208,339,2923,
superseg,texttiling,2,115,0.4228506431208181,0.10331850838179953,0.16666846768964771,0.9750348798117331,0.6032676560286242,302,2923,
superseg,texttiling,2,116,0.4385476808751647,0.09408142319534725,0.16018838700381816,0.9768692217179358,0.6008161635809139,275,2923,
superseg,texttiling,2,117,0.45441117882728577,0.08416010947656517,0.15789388372595634,0.9797037317196169,0.5981419446245467,246,2923,
superseg,texttiling,2,118,0.4673241284025373,0.0732124529592884,0.15286362653987465,0.9821008933073986,0.594500576327354,214,2923,
superseg,texttiling,2,119,0.4878400330567478,0.06158056790968183,0.14562351415604063,0.9849390053550416,0.5898350262949354,180,2923,
superseg,texttiling,2,120,0.51772235416288,0.04960656859391037,0.1434478783949283,0.9875933530245179,0.5868915544029009,145,2923,
superseg,texttiling,2,121,0.5387019922385858,0.0376325692781389,0.14011958792594192,0.9911722858583676,0.5833447398122132,110,2923,
superseg,texttiling,2,122,0.6016751896196878,0.02531645569620253,0.1285209999279591,0.9937572040919243,0.5779993036044474,74,2923,
superseg,texttiling,2,123,0.6734793069374623,0.012658227848101266,0.12281896116994453,0.9970178061138727,0.5735801935499364,37,2923,
superseg,texttiling,2,124,0.9158546924591064,0.00034211426616489907,0.11321230458900655,1.0,0.5684586845328146,1,2923,
